canton,year,month,ev_count,total_count
ZH,2023,4,1647,2981
ZH,2023,5,1828,3455
ZH,2023,6,2237,4077
ZH,2023,7,1641,2976
ZH,2023,8,1750,3134
ZH,2023,9,2039,3552
ZH,2023,10,1963,3372
ZH,2023,11,2138,3743
ZH,2023,12,2555,4293
ZH,2024,1,1393,2694
ZH,2024,2,1748,3108
ZH,2024,3,2436,4190
ZH,2024,4,1889,3359
ZH,2024,5,1860,3530
ZH,2024,6,2165,3603
ZH,2024,7,1725,2949
ZH,2024,8,1746,2914
ZH,2024,9,2215,3463
ZH,2024,10,1868,3043
ZH,2024,11,2144,3300
ZH,2024,12,2330,3729
ZH,2025,1,1463,2412
ZH,2025,2,1830,2757
ZH,2025,3,2555,3859
ZH,2025,4,1947,3051
ZH,2025,5,2104,3182
ZH,2025,6,2604,3832
ZH,2025,7,1932,2922
ZH,2025,8,1756,2637
ZH,2025,9,2409,3411
ZH,2025,10,2003,2956
ZH,2025,11,2288,3300
ZH,2025,12,3394,4379
ZH,2026,1,1594,2325
ZH,2026,2,1680,2508
