canton,brand,year,month,bev_count
BE,RENAULT,2025,3,28
BE,RENAULT,2025,4,23
BE,RENAULT,2025,5,17
BE,RENAULT,2025,6,18
BE,RENAULT,2025,7,34
BE,RENAULT,2025,8,22
BE,RENAULT,2025,9,16
BE,RENAULT,2025,10,30
BE,RENAULT,2025,11,29
BE,RENAULT,2025,12,26
BE,RENAULT,2026,1,9
BE,RENAULT,2026,2,16
BE,RENAULT,2026,3,26
BE,ROLLS ROYCE,2023,10,1
BE,ROLLS ROYCE,2024,12,1
BE,ROLLS ROYCE,2026,1,1
BE,SEAT,2020,2,1
BE,SEAT,2020,3,4
BE,SEAT,2020,4,2
BE,SEAT,2020,5,1
BE,SEAT,2020,8,2
BE,SEAT,2020,9,7
BE,SEAT,2021,1,1
BE,SEAT,2021,2,5
BE,SEAT,2021,3,3
BE,SEAT,2021,4,1
BE,SEAT,2021,6,4
BE,SEAT,2021,7,12
BE,SEAT,2021,8,11
BE,SEAT,2021,9,1
BE,SEAT,2021,11,3
BE,SEAT,2021,12,10
BE,SEAT,2022,7,1
BE,SERES,2025,4,1
BE,SERES,2025,5,1
BE,SERES,2025,6,1
BE,SERES,2025,9,2
BE,SERES,2025,10,2
BE,SERES,2025,11,3
BE,SERES,2026,1,1
BE,SKODA,2020,1,4
BE,SKODA,2020,2,6
BE,SKODA,2020,3,5
BE,SKODA,2020,4,2
BE,SKODA,2020,5,1
BE,SKODA,2020,6,5
BE,SKODA,2020,7,1
BE,SKODA,2020,8,4
BE,SKODA,2020,9,13
BE,SKODA,2020,10,8
BE,SKODA,2020,11,10
BE,SKODA,2020,12,3
BE,SKODA,2021,1,2
BE,SKODA,2021,2,1
BE,SKODA,2021,3,1
BE,SKODA,2021,4,12
BE,SKODA,2021,5,10
BE,SKODA,2021,6,20
BE,SKODA,2021,7,21
BE,SKODA,2021,8,20
BE,SKODA,2021,9,22
BE,SKODA,2021,10,28
BE,SKODA,2021,11,35
BE,SKODA,2021,12,63
BE,SKODA,2022,1,17
BE,SKODA,2022,2,14
BE,SKODA,2022,3,14
BE,SKODA,2022,4,12
BE,SKODA,2022,5,14
BE,SKODA,2022,6,32
BE,SKODA,2022,7,33
BE,SKODA,2022,8,31
BE,SKODA,2022,9,29
BE,SKODA,2022,10,24
BE,SKODA,2022,11,50
BE,SKODA,2022,12,92
BE,SKODA,2023,1,43
BE,SKODA,2023,2,23
BE,SKODA,2023,3,23
BE,SKODA,2023,4,32
BE,SKODA,2023,5,47
BE,SKODA,2023,6,58
BE,SKODA,2023,7,35
BE,SKODA,2023,8,19
BE,SKODA,2023,9,98
BE,SKODA,2023,10,83
BE,SKODA,2023,11,71
BE,SKODA,2023,12,103
BE,SKODA,2024,1,59
BE,SKODA,2024,2,39
BE,SKODA,2024,3,22
BE,SKODA,2024,4,33
BE,SKODA,2024,5,32
BE,SKODA,2024,6,27
BE,SKODA,2024,7,17
BE,SKODA,2024,8,26
BE,SKODA,2024,9,54
BE,SKODA,2024,10,43
BE,SKODA,2024,11,25
BE,SKODA,2024,12,35
BE,SKODA,2025,1,17
BE,SKODA,2025,2,34
BE,SKODA,2025,3,59
BE,SKODA,2025,4,33
BE,SKODA,2025,5,59
BE,SKODA,2025,6,77
BE,SKODA,2025,7,71
BE,SKODA,2025,8,61
BE,SKODA,2025,9,68
BE,SKODA,2025,10,78
BE,SKODA,2025,11,115
BE,SKODA,2025,12,128
BE,SKODA,2026,1,48
BE,SKODA,2026,2,66
BE,SKODA,2026,3,78
BE,SKYWELL,2024,2,1
BE,SKYWELL,2024,11,1
BE,SKYWELL,2024,12,2
BE,SKYWELL,2025,8,78
BE,SKYWELL,2025,11,1
BE,SMART,2018,6,2
BE,SMART,2018,9,2
BE,SMART,2018,10,3
BE,SMART,2018,11,1
BE,SMART,2018,12,2
BE,SMART,2019,1,1
BE,SMART,2019,2,1
BE,SMART,2019,3,3
BE,SMART,2019,4,1
BE,SMART,2019,5,3
BE,SMART,2019,9,1
BE,SMART,2019,10,3
BE,SMART,2019,11,4
BE,SMART,2020,1,2
BE,SMART,2020,2,1
BE,SMART,2020,3,3
BE,SMART,2020,4,1
BE,SMART,2020,6,1
BE,SMART,2020,7,4
BE,SMART,2020,8,1
BE,SMART,2020,9,2
BE,SMART,2020,10,3
BE,SMART,2020,11,3
BE,SMART,2020,12,1
BE,SMART,2021,1,3
BE,SMART,2021,3,2
BE,SMART,2021,4,1
BE,SMART,2021,5,1
BE,SMART,2021,6,1
BE,SMART,2021,7,2
BE,SMART,2021,8,1
BE,SMART,2021,9,3
BE,SMART,2021,10,2
BE,SMART,2021,11,3
BE,SMART,2021,12,2
BE,SMART,2022,1,1
BE,SMART,2022,3,1
BE,SMART,2022,5,1
BE,SMART,2022,7,2
BE,SMART,2022,8,1
BE,SMART,2022,12,1
BE,SMART,2023,1,1
BE,SMART,2023,5,1
BE,SMART,2023,6,2
BE,SMART,2023,7,1
BE,SMART,2023,8,14
BE,SMART,2023,9,11
BE,SMART,2023,10,6
BE,SMART,2023,11,4
BE,SMART,2023,12,6
BE,SMART,2024,1,9
BE,SMART,2024,2,4
BE,SMART,2024,3,5
BE,SMART,2024,4,4
BE,SMART,2024,5,8
BE,SMART,2024,6,8
BE,SMART,2024,7,7
BE,SMART,2024,8,4
BE,SMART,2024,9,2
BE,SMART,2024,10,3
BE,SMART,2024,11,1
BE,SMART,2024,12,5
BE,SMART,2025,1,5
BE,SMART,2025,2,1
BE,SMART,2025,3,2
BE,SMART,2025,4,5
BE,SMART,2025,5,2
BE,SMART,2025,6,3
BE,SMART,2025,7,1
BE,SMART,2025,8,6
BE,SMART,2025,9,4
BE,SMART,2025,10,3
BE,SMART,2025,11,4
BE,SMART,2025,12,9
BE,SMART,2026,1,8
BE,SMART,2026,2,2
BE,SMART,2026,3,3
BE,SSANGYONG,2022,7,1
BE,SSANGYONG,2022,11,1
BE,SSANGYONG,2023,5,1
BE,SSANGYONG,2023,7,2
BE,SSANGYONG,2023,9,2
BE,SSANGYONG,2023,11,1
BE,SSANGYONG,2023,12,1
BE,SSANGYONG,2024,3,1
BE,SSANGYONG,2024,6,1
BE,SSANGYONG,2024,10,1
BE,SSANGYONG,2024,11,1
BE,SSANGYONG,2025,3,2
BE,SUBARU,2022,10,2
BE,SUBARU,2022,11,10
BE,SUBARU,2022,12,2
BE,SUBARU,2023,1,4
BE,SUBARU,2023,2,2
BE,SUBARU,2023,3,2
BE,SUBARU,2023,4,2
BE,SUBARU,2023,5,1
BE,SUBARU,2023,6,1
BE,SUBARU,2023,8,2
BE,SUBARU,2023,9,2
BE,SUBARU,2023,10,1
BE,SUBARU,2023,12,7
BE,SUBARU,2024,5,1
BE,SUBARU,2024,6,1
BE,SUBARU,2025,1,1
BE,SUBARU,2025,4,1
BE,SUBARU,2025,6,1
BE,SUBARU,2025,10,1
BE,SUBARU,2026,2,5
BE,SUBARU,2026,3,5
BE,SUZUKI,2025,11,7
BE,SUZUKI,2025,12,21
BE,SUZUKI,2026,2,1
BE,SUZUKI,2026,3,3
BE,TESLA,2016,1,11
BE,TESLA,2016,2,6
BE,TESLA,2016,3,27
BE,TESLA,2016,4,15
BE,TESLA,2016,5,4
BE,TESLA,2016,6,18
BE,TESLA,2016,7,3
BE,TESLA,2016,8,10
BE,TESLA,2016,9,24
BE,TESLA,2016,10,8
BE,TESLA,2016,11,16
BE,TESLA,2016,12,28
BE,TESLA,2017,1,12
BE,TESLA,2017,2,8
BE,TESLA,2017,3,42
BE,TESLA,2017,4,5
BE,TESLA,2017,5,8
BE,TESLA,2017,6,27
BE,TESLA,2017,7,9
BE,TESLA,2017,8,4
BE,TESLA,2017,9,21
BE,TESLA,2017,10,16
BE,TESLA,2017,11,7
BE,TESLA,2017,12,18
BE,TESLA,2018,2,3
BE,TESLA,2018,3,30
BE,TESLA,2018,4,5
BE,TESLA,2018,5,6
BE,TESLA,2018,6,26
BE,TESLA,2018,7,2
BE,TESLA,2018,8,9
BE,TESLA,2018,9,18
BE,TESLA,2018,10,5
BE,TESLA,2018,11,5
BE,TESLA,2018,12,7
BE,TESLA,2019,2,35
BE,TESLA,2019,3,116
BE,TESLA,2019,4,30
BE,TESLA,2019,5,17
BE,TESLA,2019,6,55
BE,TESLA,2019,7,15
BE,TESLA,2019,8,15
BE,TESLA,2019,9,64
BE,TESLA,2019,10,12
BE,TESLA,2019,11,23
BE,TESLA,2019,12,85
BE,TESLA,2020,1,10
BE,TESLA,2020,2,5
BE,TESLA,2020,3,48
BE,TESLA,2020,4,9
BE,TESLA,2020,5,12
BE,TESLA,2020,6,27
BE,TESLA,2020,7,3
BE,TESLA,2020,8,50
BE,TESLA,2020,9,82
BE,TESLA,2020,10,8
BE,TESLA,2020,11,16
BE,TESLA,2020,12,117
BE,TESLA,2021,1,5
BE,TESLA,2021,2,11
BE,TESLA,2021,3,31
BE,TESLA,2021,4,9
BE,TESLA,2021,5,8
BE,TESLA,2021,6,77
BE,TESLA,2021,8,16
BE,TESLA,2021,9,102
BE,TESLA,2021,10,3
BE,TESLA,2021,11,70
BE,TESLA,2021,12,93
BE,TESLA,2022,1,1
BE,TESLA,2022,2,28
BE,TESLA,2022,3,93
BE,TESLA,2022,4,5
BE,TESLA,2022,5,15
BE,TESLA,2022,6,122
BE,TESLA,2022,7,4
BE,TESLA,2022,8,24
BE,TESLA,2022,9,96
BE,TESLA,2022,10,4
BE,TESLA,2022,11,62
BE,TESLA,2022,12,94
BE,TESLA,2023,1,6
BE,TESLA,2023,2,9
BE,TESLA,2023,3,76
BE,TESLA,2023,4,31
BE,TESLA,2023,5,60
BE,TESLA,2023,6,85
BE,TESLA,2023,7,25
BE,TESLA,2023,8,43
BE,TESLA,2023,9,51
BE,TESLA,2023,10,12
BE,TESLA,2023,11,44
BE,TESLA,2023,12,76
BE,TESLA,2024,1,14
BE,TESLA,2024,2,65
BE,TESLA,2024,3,148
BE,TESLA,2024,4,39
BE,TESLA,2024,5,29
BE,TESLA,2024,6,71
BE,TESLA,2024,7,34
BE,TESLA,2024,8,58
BE,TESLA,2024,9,68
BE,TESLA,2024,10,16
BE,TESLA,2024,11,34
BE,TESLA,2024,12,62
BE,TESLA,2025,1,16
BE,TESLA,2025,2,13
BE,TESLA,2025,3,58
BE,TESLA,2025,4,14
BE,TESLA,2025,5,29
BE,TESLA,2025,6,64
BE,TESLA,2025,7,9
BE,TESLA,2025,8,16
BE,TESLA,2025,9,70
BE,TESLA,2025,10,8
BE,TESLA,2025,11,19
BE,TESLA,2025,12,96
BE,TESLA,2026,1,8
BE,TESLA,2026,2,12
BE,TESLA,2026,3,41
BE,TOYOTA,2021,11,1
BE,TOYOTA,2022,1,3
BE,TOYOTA,2022,3,2
BE,TOYOTA,2022,4,1
BE,TOYOTA,2022,6,1
BE,TOYOTA,2022,7,1
BE,TOYOTA,2022,8,1
BE,TOYOTA,2022,9,3
BE,TOYOTA,2022,10,2
BE,TOYOTA,2022,11,7
BE,TOYOTA,2022,12,1
BE,TOYOTA,2023,1,5
BE,TOYOTA,2023,2,6
BE,TOYOTA,2023,3,3
BE,TOYOTA,2023,4,7
BE,TOYOTA,2023,5,3
BE,TOYOTA,2023,6,11
BE,TOYOTA,2023,7,6
BE,TOYOTA,2023,8,12
BE,TOYOTA,2023,9,8
BE,TOYOTA,2023,10,6
BE,TOYOTA,2023,11,15
BE,TOYOTA,2023,12,5
BE,TOYOTA,2024,1,6
BE,TOYOTA,2024,2,9
BE,TOYOTA,2024,3,2
BE,TOYOTA,2024,4,1
BE,TOYOTA,2024,5,1
BE,TOYOTA,2024,6,2
BE,TOYOTA,2024,7,1
BE,TOYOTA,2024,8,4
BE,TOYOTA,2024,9,2
BE,TOYOTA,2024,10,2
BE,TOYOTA,2024,12,4
BE,TOYOTA,2025,1,22
BE,TOYOTA,2025,2,12
BE,TOYOTA,2025,3,9
BE,TOYOTA,2025,4,5
BE,TOYOTA,2025,5,4
BE,TOYOTA,2025,6,5
BE,TOYOTA,2025,7,3
BE,TOYOTA,2025,8,2
BE,TOYOTA,2025,9,5
BE,TOYOTA,2025,10,3
BE,TOYOTA,2025,11,4
BE,TOYOTA,2025,12,65
BE,TOYOTA,2026,1,21
BE,TOYOTA,2026,2,9
BE,TOYOTA,2026,3,22
BE,UEBRIGE (SIEHE TYP),2019,6,2
BE,UEBRIGE (SIEHE TYP),2020,7,2
BE,UEBRIGE (SIEHE TYP),2023,4,1
BE,VOLVO,2020,12,17
BE,VOLVO,2021,1,13
BE,VOLVO,2021,2,7
BE,VOLVO,2021,3,7
BE,VOLVO,2021,4,2
BE,VOLVO,2021,5,5
BE,VOLVO,2021,6,12
BE,VOLVO,2021,7,12
BE,VOLVO,2021,8,2
BE,VOLVO,2021,9,5
BE,VOLVO,2021,10,16
BE,VOLVO,2021,11,9
BE,VOLVO,2021,12,21
BE,VOLVO,2022,1,11
BE,VOLVO,2022,2,16
BE,VOLVO,2022,3,24
BE,VOLVO,2022,4,19
BE,VOLVO,2022,5,16
BE,VOLVO,2022,6,9
BE,VOLVO,2022,7,5
BE,VOLVO,2022,8,4
BE,VOLVO,2022,9,10
BE,VOLVO,2022,10,10
BE,VOLVO,2022,11,20
BE,VOLVO,2022,12,15
BE,VOLVO,2023,1,19
BE,VOLVO,2023,2,38
BE,VOLVO,2023,3,56
BE,VOLVO,2023,4,25
BE,VOLVO,2023,5,26
BE,VOLVO,2023,6,27
BE,VOLVO,2023,7,26
BE,VOLVO,2023,8,27
BE,VOLVO,2023,9,40
BE,VOLVO,2023,10,59
BE,VOLVO,2023,11,7
BE,VOLVO,2023,12,46
BE,VOLVO,2024,1,30
BE,VOLVO,2024,2,30
BE,VOLVO,2024,3,33
BE,VOLVO,2024,4,67
BE,VOLVO,2024,5,39
BE,VOLVO,2024,6,42
BE,VOLVO,2024,7,52
BE,VOLVO,2024,8,74
BE,VOLVO,2024,9,48
BE,VOLVO,2024,10,43
BE,VOLVO,2024,11,41
BE,VOLVO,2024,12,63
BE,VOLVO,2025,1,37
BE,VOLVO,2025,2,24
BE,VOLVO,2025,3,23
BE,VOLVO,2025,4,29
BE,VOLVO,2025,5,21
BE,VOLVO,2025,6,29
BE,VOLVO,2025,7,44
BE,VOLVO,2025,8,31
BE,VOLVO,2025,9,63
BE,VOLVO,2025,10,42
BE,VOLVO,2025,11,50
BE,VOLVO,2025,12,63
BE,VOLVO,2026,1,33
BE,VOLVO,2026,2,11
BE,VOLVO,2026,3,23
BE,VOYAH,2023,12,1
BE,VOYAH,2024,10,1
BE,VOYAH,2024,12,1
BE,VW,2016,3,2
BE,VW,2016,4,5
BE,VW,2016,5,1
BE,VW,2016,6,1
BE,VW,2016,7,1
BE,VW,2016,8,1
BE,VW,2016,9,1
BE,VW,2016,12,1
BE,VW,2017,3,2
BE,VW,2017,4,4
BE,VW,2017,5,1
BE,VW,2017,6,3
BE,VW,2017,8,4
BE,VW,2017,9,2
BE,VW,2017,10,3
BE,VW,2017,11,6
BE,VW,2017,12,3
BE,VW,2018,1,3
BE,VW,2018,3,83
BE,VW,2018,5,2
BE,VW,2018,6,7
BE,VW,2018,7,2
BE,VW,2018,8,3
BE,VW,2018,10,1
BE,VW,2019,1,6
BE,VW,2019,2,15
BE,VW,2019,3,5
BE,VW,2019,4,4
BE,VW,2019,5,2
BE,VW,2019,6,6
BE,VW,2019,7,3
BE,VW,2019,9,1
BE,VW,2019,10,2
BE,VW,2019,11,6
BE,VW,2019,12,39
BE,VW,2020,3,4
BE,VW,2020,4,7
BE,VW,2020,5,6
BE,VW,2020,6,5
BE,VW,2020,7,7
BE,VW,2020,8,5
BE,VW,2020,9,39
BE,VW,2020,10,38
BE,VW,2020,11,20
BE,VW,2020,12,53
BE,VW,2021,1,13
BE,VW,2021,2,24
BE,VW,2021,3,47
BE,VW,2021,4,123
BE,VW,2021,5,44
BE,VW,2021,6,83
BE,VW,2021,7,23
BE,VW,2021,8,50
BE,VW,2021,9,52
BE,VW,2021,10,17
BE,VW,2021,11,23
BE,VW,2021,12,92
BE,VW,2022,1,7
BE,VW,2022,2,18
BE,VW,2022,3,32
BE,VW,2022,4,20
BE,VW,2022,5,35
BE,VW,2022,6,36
BE,VW,2022,7,12
BE,VW,2022,8,25
BE,VW,2022,9,34
BE,VW,2022,10,35
BE,VW,2022,11,110
BE,VW,2022,12,122
BE,VW,2023,1,46
BE,VW,2023,2,47
BE,VW,2023,3,74
BE,VW,2023,4,56
BE,VW,2023,5,45
BE,VW,2023,6,60
BE,VW,2023,7,42
BE,VW,2023,8,59
BE,VW,2023,9,43
BE,VW,2023,10,52
BE,VW,2023,11,79
BE,VW,2023,12,113
BE,VW,2024,1,20
BE,VW,2024,2,14
BE,VW,2024,3,28
BE,VW,2024,4,21
BE,VW,2024,5,51
BE,VW,2024,6,31
BE,VW,2024,7,39
BE,VW,2024,8,19
BE,VW,2024,9,28
BE,VW,2024,10,24
BE,VW,2024,11,37
BE,VW,2024,12,64
BE,VW,2025,1,20
BE,VW,2025,2,28
BE,VW,2025,3,44
BE,VW,2025,4,30
BE,VW,2025,5,34
BE,VW,2025,6,48
BE,VW,2025,7,48
BE,VW,2025,8,37
BE,VW,2025,9,46
BE,VW,2025,10,43
BE,VW,2025,11,33
BE,VW,2025,12,51
BE,VW,2026,1,14
BE,VW,2026,2,22
BE,VW,2026,3,38
BE,XPENG,2025,11,1
BE,XPENG,2025,12,1
BE,XPENG,2026,1,3
BE,XPENG,2026,2,1
BE,ZEEKR,2025,8,3
BE,ZEEKR,2025,9,1
BE,ZEEKR,2025,10,4
BE,ZEEKR,2025,11,7
BE,ZEEKR,2025,12,1
BE,ZEEKR,2026,1,1
BE,ZEEKR,2026,2,4
BE,ZEEKR,2026,3,3
BL,ABARTH,2024,9,1
BL,ABARTH,2025,4,1
BL,ABARTH,2025,8,1
BL,ABARTH,2025,11,1
BL,ABARTH,2026,3,1
BL,AIWAYS,2021,7,1
BL,AIWAYS,2021,9,2
BL,AIWAYS,2022,2,1
BL,AIWAYS,2022,9,1
BL,AIWAYS,2023,1,1
BL,AIWAYS,2023,9,1
BL,AIWAYS,2024,2,1
BL,AIWAYS,2024,4,2
BL,AIWAYS,2024,5,1
BL,ALFA ROMEO,2024,10,1
BL,ALFA ROMEO,2025,4,1
BL,ALFA ROMEO,2025,8,1
BL,ALFA ROMEO,2026,3,1
BL,ALPINE,2025,11,1
BL,ALPINE,2025,12,2
BL,ALPINE,2026,2,1
BL,AUDI,2019,3,2
BL,AUDI,2019,5,3
BL,AUDI,2019,6,1
BL,AUDI,2019,7,2
BL,AUDI,2019,10,1
BL,AUDI,2019,12,5
BL,AUDI,2020,7,3
BL,AUDI,2020,8,2
BL,AUDI,2020,10,1
BL,AUDI,2020,11,1
BL,AUDI,2020,12,8
BL,AUDI,2021,1,3
BL,AUDI,2021,2,2
BL,AUDI,2021,3,6
BL,AUDI,2021,4,1
BL,AUDI,2021,5,2
BL,AUDI,2021,6,3
BL,AUDI,2021,7,4
BL,AUDI,2021,8,4
BL,AUDI,2021,9,8
BL,AUDI,2021,10,1
BL,AUDI,2021,11,7
BL,AUDI,2021,12,13
BL,AUDI,2022,1,10
BL,AUDI,2022,2,5
BL,AUDI,2022,3,8
BL,AUDI,2022,4,6
BL,AUDI,2022,5,8
BL,AUDI,2022,6,4
BL,AUDI,2022,7,3
BL,AUDI,2022,8,4
BL,AUDI,2022,9,4
BL,AUDI,2022,10,7
BL,AUDI,2022,11,6
BL,AUDI,2022,12,12
BL,AUDI,2023,1,9
BL,AUDI,2023,2,6
BL,AUDI,2023,3,5
BL,AUDI,2023,4,9
BL,AUDI,2023,5,12
BL,AUDI,2023,6,14
BL,AUDI,2023,7,5
BL,AUDI,2023,8,8
BL,AUDI,2023,9,11
BL,AUDI,2023,10,19
BL,AUDI,2023,11,19
BL,AUDI,2023,12,25
BL,AUDI,2024,1,2
BL,AUDI,2024,2,4
BL,AUDI,2024,3,5
BL,AUDI,2024,4,16
BL,AUDI,2024,5,12
BL,AUDI,2024,6,9
BL,AUDI,2024,7,9
BL,AUDI,2024,8,8
BL,AUDI,2024,9,9
BL,AUDI,2024,10,15
BL,AUDI,2024,11,17
BL,AUDI,2024,12,17
BL,AUDI,2025,1,8
BL,AUDI,2025,2,12
BL,AUDI,2025,3,16
BL,AUDI,2025,4,12
BL,AUDI,2025,5,15
BL,AUDI,2025,6,16
BL,AUDI,2025,7,7
BL,AUDI,2025,8,7
BL,AUDI,2025,9,9
BL,AUDI,2025,10,4
BL,AUDI,2025,11,8
BL,AUDI,2025,12,16
BL,AUDI,2026,1,7
BL,AUDI,2026,2,5
BL,AUDI,2026,3,13
BL,BMW,2016,9,3
BL,BMW,2016,12,2
BL,BMW,2017,1,1
BL,BMW,2017,3,2
BL,BMW,2017,5,1
BL,BMW,2017,7,1
BL,BMW,2017,8,3
BL,BMW,2017,9,1
BL,BMW,2017,10,2
BL,BMW,2018,3,2
BL,BMW,2018,4,3
BL,BMW,2018,5,2
BL,BMW,2018,7,1
BL,BMW,2018,8,1
BL,BMW,2018,10,1
BL,BMW,2018,11,1
BL,BMW,2018,12,1
BL,BMW,2019,2,3
BL,BMW,2019,3,4
BL,BMW,2019,4,1
BL,BMW,2019,5,3
BL,BMW,2019,6,1
BL,BMW,2019,7,4
BL,BMW,2019,8,5
BL,BMW,2019,9,4
BL,BMW,2019,10,1
BL,BMW,2019,11,4
BL,BMW,2020,1,3
BL,BMW,2020,2,3
BL,BMW,2020,3,2
BL,BMW,2020,5,1
BL,BMW,2020,7,1
BL,BMW,2020,9,4
BL,BMW,2020,11,1
BL,BMW,2020,12,7
BL,BMW,2021,3,4
BL,BMW,2021,4,4
BL,BMW,2021,5,1
BL,BMW,2021,6,5
BL,BMW,2021,7,4
BL,BMW,2021,8,4
BL,BMW,2021,9,6
BL,BMW,2021,10,1
BL,BMW,2021,11,8
BL,BMW,2021,12,8
BL,BMW,2022,1,2
BL,BMW,2022,2,2
BL,BMW,2022,3,8
BL,BMW,2022,4,1
BL,BMW,2022,5,8
BL,BMW,2022,6,4
BL,BMW,2022,7,2
BL,BMW,2022,8,7
BL,BMW,2022,9,5
BL,BMW,2022,10,4
BL,BMW,2022,11,8
BL,BMW,2022,12,9
BL,BMW,2023,1,3
BL,BMW,2023,2,3
BL,BMW,2023,3,2
BL,BMW,2023,4,3
BL,BMW,2023,5,12
BL,BMW,2023,6,12
BL,BMW,2023,7,10
BL,BMW,2023,8,9
BL,BMW,2023,9,7
BL,BMW,2023,10,6
BL,BMW,2023,11,16
BL,BMW,2023,12,19
BL,BMW,2024,1,8
BL,BMW,2024,2,5
BL,BMW,2024,3,11
BL,BMW,2024,4,7
BL,BMW,2024,5,6
BL,BMW,2024,6,10
BL,BMW,2024,7,5
BL,BMW,2024,8,7
BL,BMW,2024,9,10
BL,BMW,2024,10,7
BL,BMW,2024,11,8
BL,BMW,2024,12,9
BL,BMW,2025,1,11
BL,BMW,2025,2,8
BL,BMW,2025,3,16
BL,BMW,2025,4,5
BL,BMW,2025,5,9
BL,BMW,2025,6,6
BL,BMW,2025,7,9
BL,BMW,2025,8,10
BL,BMW,2025,9,5
BL,BMW,2025,10,7
BL,BMW,2025,11,9
BL,BMW,2025,12,5
BL,BMW,2026,1,6
BL,BMW,2026,2,4
BL,BMW,2026,3,11
BL,BYD,2025,3,1
BL,BYD,2025,5,1
BL,BYD,2025,7,1
BL,BYD,2025,8,1
BL,BYD,2025,10,1
BL,BYD,2025,11,2
BL,BYD,2025,12,3
BL,BYD,2026,1,2
BL,BYD,2026,2,1
BL,BYD,2026,3,6
BL,CADILLAC,2024,10,1
BL,CADILLAC,2025,6,1
BL,CADILLAC,2025,12,1
BL,CITROEN,2019,8,1
BL,CITROEN,2021,6,1
BL,CITROEN,2021,11,1
BL,CITROEN,2022,6,1
BL,CITROEN,2023,3,1
BL,CITROEN,2023,6,2
BL,CITROEN,2023,11,1
BL,CITROEN,2024,9,1
BL,CITROEN,2025,2,1
BL,CITROEN,2025,3,2
BL,CITROEN,2025,4,1
BL,CITROEN,2025,5,1
BL,CITROEN,2025,6,1
BL,CITROEN,2025,9,2
BL,CITROEN,2025,10,1
BL,CITROEN,2025,12,2
BL,CITROEN,2026,2,1
BL,CUPRA,2021,11,1
BL,CUPRA,2021,12,3
BL,CUPRA,2022,1,3
BL,CUPRA,2022,2,4
BL,CUPRA,2022,4,2
BL,CUPRA,2022,5,7
BL,CUPRA,2022,6,4
BL,CUPRA,2022,7,6
BL,CUPRA,2022,8,3
BL,CUPRA,2022,9,3
BL,CUPRA,2022,10,6
BL,CUPRA,2022,11,4
BL,CUPRA,2022,12,7
BL,CUPRA,2023,1,1
BL,CUPRA,2023,2,1
BL,CUPRA,2023,3,5
BL,CUPRA,2023,4,7
BL,CUPRA,2023,5,4
BL,CUPRA,2023,6,4
BL,CUPRA,2023,7,2
BL,CUPRA,2023,8,5
BL,CUPRA,2023,9,7
BL,CUPRA,2023,10,9
BL,CUPRA,2023,11,5
BL,CUPRA,2023,12,7
BL,CUPRA,2024,4,1
BL,CUPRA,2024,5,5
BL,CUPRA,2024,7,2
BL,CUPRA,2024,8,3
BL,CUPRA,2024,9,4
BL,CUPRA,2024,10,7
BL,CUPRA,2024,11,3
BL,CUPRA,2024,12,8
BL,CUPRA,2025,1,2
BL,CUPRA,2025,2,4
BL,CUPRA,2025,3,5
BL,CUPRA,2025,4,2
BL,CUPRA,2025,5,1
BL,CUPRA,2025,6,4
BL,CUPRA,2025,8,1
BL,CUPRA,2025,9,7
BL,CUPRA,2025,10,3
BL,CUPRA,2025,11,12
BL,CUPRA,2025,12,13
BL,CUPRA,2026,1,3
BL,CUPRA,2026,2,5
BL,CUPRA,2026,3,3
BL,DACIA,2021,6,1
BL,DACIA,2021,8,1
BL,DACIA,2021,11,1
BL,DACIA,2021,12,2
BL,DACIA,2022,1,3
BL,DACIA,2022,2,2
BL,DACIA,2022,4,1
BL,DACIA,2022,5,2
BL,DACIA,2022,6,2
BL,DACIA,2022,9,1
BL,DACIA,2022,10,3
BL,DACIA,2022,11,2
BL,DACIA,2022,12,1
BL,DACIA,2023,1,1
BL,DACIA,2023,2,1
BL,DACIA,2023,3,2
BL,DACIA,2023,6,1
BL,DACIA,2023,7,2
BL,DACIA,2023,8,1
BL,DACIA,2023,9,1
BL,DACIA,2023,10,2
BL,DACIA,2023,11,3
BL,DACIA,2023,12,4
BL,DACIA,2024,1,2
BL,DACIA,2024,2,3
BL,DACIA,2024,4,2
BL,DACIA,2024,5,2
BL,DACIA,2024,6,1
BL,DACIA,2024,11,2
BL,DACIA,2025,1,6
BL,DACIA,2025,2,1
BL,DACIA,2025,4,2
BL,DACIA,2025,5,2
BL,DACIA,2025,6,2
BL,DACIA,2025,8,2
BL,DACIA,2025,11,2
BL,DACIA,2026,1,1
BL,DACIA,2026,2,1
BL,DACIA,2026,3,1
BL,DONGFENG,2025,8,1
BL,DS,2020,10,1
BL,DS,2023,5,1
BL,FIAT,2020,11,2
BL,FIAT,2020,12,8
BL,FIAT,2021,1,3
BL,FIAT,2021,2,2
BL,FIAT,2021,3,5
BL,FIAT,2021,4,4
BL,FIAT,2021,5,5
BL,FIAT,2021,6,2
BL,FIAT,2021,7,7
BL,FIAT,2021,8,2
BL,FIAT,2021,9,4
BL,FIAT,2021,10,3
BL,FIAT,2021,11,4
BL,FIAT,2021,12,5
BL,FIAT,2022,1,3
BL,FIAT,2022,2,1
BL,FIAT,2022,3,4
BL,FIAT,2022,4,3
BL,FIAT,2022,5,3
BL,FIAT,2022,6,5
BL,FIAT,2022,7,4
BL,FIAT,2022,8,6
BL,FIAT,2022,9,4
BL,FIAT,2022,11,4
BL,FIAT,2022,12,1
BL,FIAT,2023,2,5
BL,FIAT,2023,3,7
