canton,brand,year,month,bev_count
LU,MERCEDES-BENZ,2023,1,6
LU,MERCEDES-BENZ,2023,2,8
LU,MERCEDES-BENZ,2023,3,12
LU,MERCEDES-BENZ,2023,4,12
LU,MERCEDES-BENZ,2023,5,6
LU,MERCEDES-BENZ,2023,6,7
LU,MERCEDES-BENZ,2023,7,12
LU,MERCEDES-BENZ,2023,8,19
LU,MERCEDES-BENZ,2023,9,10
LU,MERCEDES-BENZ,2023,10,9
LU,MERCEDES-BENZ,2023,11,8
LU,MERCEDES-BENZ,2023,12,9
LU,MERCEDES-BENZ,2024,1,2
LU,MERCEDES-BENZ,2024,2,9
LU,MERCEDES-BENZ,2024,3,14
LU,MERCEDES-BENZ,2024,4,6
LU,MERCEDES-BENZ,2024,5,11
LU,MERCEDES-BENZ,2024,6,8
LU,MERCEDES-BENZ,2024,7,11
LU,MERCEDES-BENZ,2024,8,16
LU,MERCEDES-BENZ,2024,9,8
LU,MERCEDES-BENZ,2024,10,4
LU,MERCEDES-BENZ,2024,11,2
LU,MERCEDES-BENZ,2024,12,8
LU,MERCEDES-BENZ,2025,1,3
LU,MERCEDES-BENZ,2025,2,7
LU,MERCEDES-BENZ,2025,3,5
LU,MERCEDES-BENZ,2025,4,3
LU,MERCEDES-BENZ,2025,5,11
LU,MERCEDES-BENZ,2025,6,9
LU,MERCEDES-BENZ,2025,7,6
LU,MERCEDES-BENZ,2025,8,8
LU,MERCEDES-BENZ,2025,9,14
LU,MERCEDES-BENZ,2025,10,5
LU,MERCEDES-BENZ,2025,11,13
LU,MERCEDES-BENZ,2025,12,4
LU,MERCEDES-BENZ,2026,1,4
LU,MERCEDES-BENZ,2026,2,2
LU,MERCEDES-BENZ,2026,3,10
LU,MG,2024,6,2
LU,MG,2024,7,3
LU,MG,2024,9,1
LU,MG,2024,12,2
LU,MG,2025,1,2
LU,MG,2025,2,2
LU,MG,2025,3,3
LU,MG,2025,4,2
LU,MG,2025,5,5
LU,MG,2025,6,5
LU,MG,2025,7,1
LU,MG,2025,8,1
LU,MG,2025,10,2
LU,MG,2025,11,4
LU,MG,2025,12,1
LU,MG,2026,1,1
LU,MG,2026,2,2
LU,MG,2026,3,7
LU,MINI,2020,3,4
LU,MINI,2020,4,2
LU,MINI,2020,6,1
LU,MINI,2020,7,2
LU,MINI,2020,8,3
LU,MINI,2020,9,2
LU,MINI,2020,10,5
LU,MINI,2020,11,2
LU,MINI,2020,12,6
LU,MINI,2021,3,1
LU,MINI,2021,4,2
LU,MINI,2021,5,1
LU,MINI,2021,6,3
LU,MINI,2021,7,1
LU,MINI,2021,8,1
LU,MINI,2021,9,3
LU,MINI,2021,10,3
LU,MINI,2021,11,2
LU,MINI,2021,12,3
LU,MINI,2022,1,1
LU,MINI,2022,2,2
LU,MINI,2022,3,1
LU,MINI,2022,4,1
LU,MINI,2022,5,4
LU,MINI,2022,6,2
LU,MINI,2022,8,1
LU,MINI,2022,12,1
LU,MINI,2023,1,2
LU,MINI,2023,3,2
LU,MINI,2023,5,30
LU,MINI,2023,6,1
LU,MINI,2023,11,5
LU,MINI,2024,5,2
LU,MINI,2024,6,5
LU,MINI,2024,7,5
LU,MINI,2024,8,4
LU,MINI,2024,9,3
LU,MINI,2024,10,1
LU,MINI,2024,11,8
LU,MINI,2024,12,4
LU,MINI,2025,1,4
LU,MINI,2025,2,12
LU,MINI,2025,3,5
LU,MINI,2025,4,4
LU,MINI,2025,5,4
LU,MINI,2025,6,9
LU,MINI,2025,7,5
LU,MINI,2025,8,1
LU,MINI,2025,9,7
LU,MINI,2025,10,3
LU,MINI,2025,11,2
LU,MINI,2025,12,3
LU,MINI,2026,1,4
LU,MINI,2026,2,4
LU,MINI,2026,3,4
LU,MITSUBISHI,2016,3,2
LU,MITSUBISHI,2016,5,1
LU,MITSUBISHI,2016,6,1
LU,MITSUBISHI,2017,5,1
LU,MITSUBISHI,2018,3,2
LU,MITSUBISHI,2018,4,1
LU,MITSUBISHI,2019,4,1
LU,MITSUBISHI,2019,10,2
LU,MITSUBISHI,2021,4,1
LU,MITSUBISHI,2025,12,3
LU,MITSUBISHI,2026,1,1
LU,MITSUBISHI,2026,3,1
LU,NISSAN,2016,1,2
LU,NISSAN,2016,2,1
LU,NISSAN,2016,3,3
LU,NISSAN,2016,4,3
LU,NISSAN,2016,6,3
LU,NISSAN,2016,8,1
LU,NISSAN,2017,1,4
LU,NISSAN,2017,3,1
LU,NISSAN,2017,5,1
LU,NISSAN,2017,6,1
LU,NISSAN,2017,8,1
LU,NISSAN,2017,9,1
LU,NISSAN,2018,1,1
LU,NISSAN,2018,3,2
LU,NISSAN,2018,4,1
LU,NISSAN,2018,5,1
LU,NISSAN,2018,6,2
LU,NISSAN,2018,7,1
LU,NISSAN,2018,8,4
LU,NISSAN,2018,9,2
LU,NISSAN,2018,10,3
LU,NISSAN,2018,11,2
LU,NISSAN,2018,12,2
LU,NISSAN,2019,1,6
LU,NISSAN,2019,2,3
LU,NISSAN,2019,3,1
LU,NISSAN,2019,4,3
LU,NISSAN,2019,5,1
LU,NISSAN,2019,7,2
LU,NISSAN,2019,8,3
LU,NISSAN,2019,9,6
LU,NISSAN,2019,11,2
LU,NISSAN,2019,12,2
LU,NISSAN,2020,1,2
LU,NISSAN,2020,2,4
LU,NISSAN,2020,3,4
LU,NISSAN,2020,7,5
LU,NISSAN,2020,8,2
LU,NISSAN,2020,9,2
LU,NISSAN,2020,10,2
LU,NISSAN,2020,12,1
LU,NISSAN,2021,2,2
LU,NISSAN,2021,3,2
LU,NISSAN,2021,8,1
LU,NISSAN,2021,9,2
LU,NISSAN,2021,11,1
LU,NISSAN,2022,7,1
LU,NISSAN,2022,8,1
LU,NISSAN,2022,9,1
LU,NISSAN,2022,10,2
LU,NISSAN,2022,12,2
LU,NISSAN,2023,1,1
LU,NISSAN,2023,4,1
LU,NISSAN,2023,6,3
LU,NISSAN,2023,8,3
LU,NISSAN,2023,9,1
LU,NISSAN,2023,10,1
LU,NISSAN,2023,11,2
LU,NISSAN,2023,12,11
LU,NISSAN,2024,2,4
LU,NISSAN,2024,3,2
LU,NISSAN,2024,9,1
LU,NISSAN,2024,12,2
LU,NISSAN,2025,1,2
LU,NISSAN,2025,3,3
LU,NISSAN,2025,12,3
LU,NISSAN,2026,1,2
LU,NISSAN,2026,2,1
LU,NISSAN,2026,3,3
LU,OPEL,2017,8,2
LU,OPEL,2017,9,1
LU,OPEL,2017,10,6
LU,OPEL,2017,11,11
LU,OPEL,2017,12,2
LU,OPEL,2018,1,5
LU,OPEL,2018,2,1
LU,OPEL,2018,3,2
LU,OPEL,2018,11,2
LU,OPEL,2018,12,1
LU,OPEL,2019,4,1
LU,OPEL,2019,6,1
LU,OPEL,2019,9,1
LU,OPEL,2019,12,2
LU,OPEL,2020,4,1
LU,OPEL,2020,5,2
LU,OPEL,2020,8,1
LU,OPEL,2020,9,7
LU,OPEL,2020,10,4
LU,OPEL,2020,11,2
LU,OPEL,2021,1,1
LU,OPEL,2021,2,2
LU,OPEL,2021,3,3
LU,OPEL,2021,4,5
LU,OPEL,2021,5,7
LU,OPEL,2021,6,3
LU,OPEL,2021,7,2
LU,OPEL,2021,9,4
LU,OPEL,2021,10,1
LU,OPEL,2021,12,1
LU,OPEL,2022,2,1
LU,OPEL,2022,3,7
LU,OPEL,2022,4,2
LU,OPEL,2022,5,4
LU,OPEL,2022,6,3
LU,OPEL,2022,7,3
LU,OPEL,2022,8,3
LU,OPEL,2022,9,4
LU,OPEL,2022,10,4
LU,OPEL,2022,11,3
LU,OPEL,2022,12,2
LU,OPEL,2023,1,6
LU,OPEL,2023,2,6
LU,OPEL,2023,3,8
LU,OPEL,2023,4,1
LU,OPEL,2023,5,6
LU,OPEL,2023,6,2
LU,OPEL,2023,7,1
LU,OPEL,2023,8,4
LU,OPEL,2023,9,7
LU,OPEL,2023,10,7
LU,OPEL,2023,11,4
LU,OPEL,2023,12,2
LU,OPEL,2024,1,1
LU,OPEL,2024,2,7
LU,OPEL,2024,3,4
LU,OPEL,2024,6,2
LU,OPEL,2024,7,2
LU,OPEL,2024,8,2
LU,OPEL,2024,9,4
LU,OPEL,2024,10,2
LU,OPEL,2024,11,2
LU,OPEL,2024,12,6
LU,OPEL,2025,1,3
LU,OPEL,2025,2,2
LU,OPEL,2025,3,2
LU,OPEL,2025,4,2
LU,OPEL,2025,5,1
LU,OPEL,2025,6,3
LU,OPEL,2025,7,3
LU,OPEL,2025,8,2
LU,OPEL,2025,9,3
LU,OPEL,2025,12,3
LU,OPEL,2026,1,1
LU,OPEL,2026,2,4
LU,OPEL,2026,3,2
LU,PEUGEOT,2018,7,1
LU,PEUGEOT,2018,8,1
LU,PEUGEOT,2019,7,1
LU,PEUGEOT,2020,7,2
LU,PEUGEOT,2020,8,8
LU,PEUGEOT,2020,10,1
LU,PEUGEOT,2020,11,4
LU,PEUGEOT,2020,12,4
LU,PEUGEOT,2021,2,4
LU,PEUGEOT,2021,3,6
LU,PEUGEOT,2021,4,1
LU,PEUGEOT,2021,5,2
LU,PEUGEOT,2021,6,5
LU,PEUGEOT,2021,7,6
LU,PEUGEOT,2021,9,5
LU,PEUGEOT,2021,10,2
LU,PEUGEOT,2021,11,3
LU,PEUGEOT,2021,12,3
LU,PEUGEOT,2022,1,5
LU,PEUGEOT,2022,2,9
LU,PEUGEOT,2022,3,5
LU,PEUGEOT,2022,4,2
LU,PEUGEOT,2022,5,1
LU,PEUGEOT,2022,6,4
LU,PEUGEOT,2022,7,1
LU,PEUGEOT,2022,8,1
LU,PEUGEOT,2022,10,7
LU,PEUGEOT,2022,11,4
LU,PEUGEOT,2022,12,2
LU,PEUGEOT,2023,1,5
LU,PEUGEOT,2023,2,4
LU,PEUGEOT,2023,3,6
LU,PEUGEOT,2023,4,1
LU,PEUGEOT,2023,6,6
LU,PEUGEOT,2023,7,5
LU,PEUGEOT,2023,8,6
LU,PEUGEOT,2023,9,9
LU,PEUGEOT,2023,10,2
LU,PEUGEOT,2023,11,3
LU,PEUGEOT,2023,12,1
LU,PEUGEOT,2024,1,2
LU,PEUGEOT,2024,2,2
LU,PEUGEOT,2024,3,1
LU,PEUGEOT,2024,4,1
LU,PEUGEOT,2024,5,4
LU,PEUGEOT,2024,6,3
LU,PEUGEOT,2024,7,7
LU,PEUGEOT,2024,8,3
LU,PEUGEOT,2024,9,6
LU,PEUGEOT,2024,10,3
LU,PEUGEOT,2024,11,3
LU,PEUGEOT,2025,1,2
LU,PEUGEOT,2025,2,5
LU,PEUGEOT,2025,3,3
LU,PEUGEOT,2025,4,1
LU,PEUGEOT,2025,5,4
LU,PEUGEOT,2025,6,2
LU,PEUGEOT,2025,7,9
LU,PEUGEOT,2025,8,7
LU,PEUGEOT,2025,9,6
LU,PEUGEOT,2025,10,3
LU,PEUGEOT,2025,11,7
LU,PEUGEOT,2025,12,6
LU,PEUGEOT,2026,2,4
LU,PEUGEOT,2026,3,2
LU,POLESTAR,2021,1,5
LU,POLESTAR,2021,2,8
LU,POLESTAR,2021,3,8
LU,POLESTAR,2021,4,2
LU,POLESTAR,2021,5,4
LU,POLESTAR,2021,6,2
LU,POLESTAR,2021,7,1
LU,POLESTAR,2021,8,2
LU,POLESTAR,2021,10,8
LU,POLESTAR,2021,11,3
LU,POLESTAR,2021,12,6
LU,POLESTAR,2022,1,4
LU,POLESTAR,2022,2,3
LU,POLESTAR,2022,3,3
LU,POLESTAR,2022,4,7
LU,POLESTAR,2022,5,7
LU,POLESTAR,2022,6,2
LU,POLESTAR,2022,8,1
LU,POLESTAR,2022,9,1
LU,POLESTAR,2022,10,3
LU,POLESTAR,2022,11,1
LU,POLESTAR,2022,12,3
LU,POLESTAR,2023,1,5
LU,POLESTAR,2023,2,3
LU,POLESTAR,2023,4,1
LU,POLESTAR,2023,5,6
LU,POLESTAR,2023,6,2
LU,POLESTAR,2023,7,1
LU,POLESTAR,2023,8,3
LU,POLESTAR,2023,9,2
LU,POLESTAR,2023,10,5
LU,POLESTAR,2023,11,2
LU,POLESTAR,2023,12,7
LU,POLESTAR,2024,2,1
LU,POLESTAR,2024,3,4
LU,POLESTAR,2024,4,1
LU,POLESTAR,2024,5,1
LU,POLESTAR,2024,6,5
LU,POLESTAR,2024,7,2
LU,POLESTAR,2024,9,5
LU,POLESTAR,2024,10,1
LU,POLESTAR,2024,12,6
LU,POLESTAR,2025,1,3
LU,POLESTAR,2025,2,4
LU,POLESTAR,2025,3,4
LU,POLESTAR,2025,4,8
LU,POLESTAR,2025,5,6
LU,POLESTAR,2025,6,5
LU,POLESTAR,2025,7,5
LU,POLESTAR,2025,8,5
LU,POLESTAR,2025,9,5
LU,POLESTAR,2025,10,8
LU,POLESTAR,2025,11,7
LU,POLESTAR,2025,12,5
LU,POLESTAR,2026,1,2
LU,POLESTAR,2026,2,2
LU,POLESTAR,2026,3,13
LU,PORSCHE,2020,3,1
LU,PORSCHE,2020,4,1
LU,PORSCHE,2020,5,1
LU,PORSCHE,2020,6,1
LU,PORSCHE,2020,7,3
LU,PORSCHE,2020,8,2
LU,PORSCHE,2020,10,2
LU,PORSCHE,2020,11,1
LU,PORSCHE,2020,12,4
LU,PORSCHE,2021,1,3
LU,PORSCHE,2021,2,2
LU,PORSCHE,2021,4,1
LU,PORSCHE,2021,6,1
LU,PORSCHE,2021,7,2
LU,PORSCHE,2021,8,3
LU,PORSCHE,2021,10,2
LU,PORSCHE,2021,11,2
LU,PORSCHE,2021,12,3
LU,PORSCHE,2022,1,2
LU,PORSCHE,2022,2,1
LU,PORSCHE,2022,3,2
LU,PORSCHE,2022,4,3
LU,PORSCHE,2022,5,2
LU,PORSCHE,2022,6,1
LU,PORSCHE,2022,7,1
LU,PORSCHE,2022,8,2
LU,PORSCHE,2022,11,5
LU,PORSCHE,2022,12,4
LU,PORSCHE,2023,1,2
LU,PORSCHE,2023,2,2
LU,PORSCHE,2023,3,1
LU,PORSCHE,2023,5,1
LU,PORSCHE,2023,6,1
LU,PORSCHE,2023,7,1
LU,PORSCHE,2023,10,1
LU,PORSCHE,2023,11,1
LU,PORSCHE,2024,5,1
LU,PORSCHE,2024,6,2
LU,PORSCHE,2024,7,2
LU,PORSCHE,2024,8,1
LU,PORSCHE,2024,9,1
LU,PORSCHE,2024,10,10
LU,PORSCHE,2024,11,4
LU,PORSCHE,2024,12,6
LU,PORSCHE,2025,1,4
LU,PORSCHE,2025,2,7
LU,PORSCHE,2025,3,6
LU,PORSCHE,2025,5,6
LU,PORSCHE,2025,6,2
LU,PORSCHE,2025,7,4
LU,PORSCHE,2025,8,4
LU,PORSCHE,2025,9,1
LU,PORSCHE,2025,10,4
LU,PORSCHE,2025,11,1
LU,PORSCHE,2025,12,1
LU,PORSCHE,2026,1,4
LU,PORSCHE,2026,2,5
LU,PORSCHE,2026,3,6
LU,RENAULT,2016,3,3
LU,RENAULT,2016,4,1
LU,RENAULT,2016,5,3
LU,RENAULT,2016,6,1
LU,RENAULT,2016,8,17
LU,RENAULT,2016,9,5
LU,RENAULT,2016,10,16
LU,RENAULT,2016,11,4
LU,RENAULT,2016,12,3
LU,RENAULT,2017,1,7
LU,RENAULT,2017,2,6
LU,RENAULT,2017,3,3
LU,RENAULT,2017,4,1
LU,RENAULT,2017,5,2
LU,RENAULT,2017,6,3
LU,RENAULT,2017,7,11
LU,RENAULT,2017,8,3
LU,RENAULT,2017,9,4
LU,RENAULT,2017,10,4
LU,RENAULT,2017,11,1
LU,RENAULT,2017,12,17
LU,RENAULT,2018,1,3
LU,RENAULT,2018,2,2
LU,RENAULT,2018,3,3
LU,RENAULT,2018,4,5
LU,RENAULT,2018,5,4
LU,RENAULT,2018,6,5
LU,RENAULT,2018,7,5
LU,RENAULT,2018,8,4
LU,RENAULT,2018,9,3
LU,RENAULT,2018,10,3
LU,RENAULT,2018,11,3
LU,RENAULT,2018,12,13
LU,RENAULT,2019,1,23
LU,RENAULT,2019,2,4
LU,RENAULT,2019,3,9
LU,RENAULT,2019,4,4
LU,RENAULT,2019,5,10
LU,RENAULT,2019,6,2
LU,RENAULT,2019,7,1
LU,RENAULT,2019,8,2
LU,RENAULT,2019,9,10
LU,RENAULT,2019,10,13
LU,RENAULT,2019,11,6
LU,RENAULT,2019,12,58
LU,RENAULT,2020,1,7
LU,RENAULT,2020,2,13
LU,RENAULT,2020,3,21
LU,RENAULT,2020,4,8
LU,RENAULT,2020,5,5
LU,RENAULT,2020,6,29
LU,RENAULT,2020,7,17
LU,RENAULT,2020,8,27
LU,RENAULT,2020,9,30
LU,RENAULT,2020,10,9
LU,RENAULT,2020,11,9
LU,RENAULT,2020,12,115
LU,RENAULT,2021,1,11
LU,RENAULT,2021,2,5
LU,RENAULT,2021,3,13
LU,RENAULT,2021,4,8
LU,RENAULT,2021,5,9
LU,RENAULT,2021,6,12
LU,RENAULT,2021,7,12
LU,RENAULT,2021,8,13
LU,RENAULT,2021,9,4
LU,RENAULT,2021,10,6
LU,RENAULT,2021,11,7
LU,RENAULT,2021,12,10
LU,RENAULT,2022,1,3
LU,RENAULT,2022,2,9
LU,RENAULT,2022,3,10
LU,RENAULT,2022,4,3
LU,RENAULT,2022,5,2
LU,RENAULT,2022,6,9
LU,RENAULT,2022,7,4
LU,RENAULT,2022,8,28
LU,RENAULT,2022,9,27
LU,RENAULT,2022,10,34
LU,RENAULT,2022,11,12
LU,RENAULT,2022,12,46
LU,RENAULT,2023,1,15
LU,RENAULT,2023,2,6
LU,RENAULT,2023,3,19
LU,RENAULT,2023,4,3
LU,RENAULT,2023,5,4
LU,RENAULT,2023,6,35
LU,RENAULT,2023,7,10
LU,RENAULT,2023,8,4
LU,RENAULT,2023,9,15
LU,RENAULT,2023,10,18
LU,RENAULT,2023,11,14
LU,RENAULT,2023,12,31
LU,RENAULT,2024,1,2
LU,RENAULT,2024,2,4
LU,RENAULT,2024,3,16
LU,RENAULT,2024,4,4
LU,RENAULT,2024,5,22
LU,RENAULT,2024,6,17
LU,RENAULT,2024,7,12
LU,RENAULT,2024,8,15
LU,RENAULT,2024,9,46
LU,RENAULT,2024,10,8
LU,RENAULT,2024,11,17
LU,RENAULT,2024,12,21
LU,RENAULT,2025,1,21
LU,RENAULT,2025,2,7
LU,RENAULT,2025,3,33
LU,RENAULT,2025,4,12
LU,RENAULT,2025,5,6
LU,RENAULT,2025,6,19
LU,RENAULT,2025,7,20
LU,RENAULT,2025,8,8
LU,RENAULT,2025,9,17
LU,RENAULT,2025,10,14
LU,RENAULT,2025,11,17
LU,RENAULT,2025,12,9
LU,RENAULT,2026,1,5
LU,RENAULT,2026,2,3
LU,RENAULT,2026,3,11
LU,ROLLS ROYCE,2024,7,1
LU,SEAT,2020,3,4
LU,SEAT,2020,5,1
LU,SEAT,2020,9,2
LU,SEAT,2021,1,1
LU,SEAT,2021,2,1
LU,SEAT,2021,3,1
LU,SEAT,2021,5,1
LU,SEAT,2021,12,3
LU,SEAT,2022,6,1
LU,SERES,2024,11,1
LU,SKODA,2020,1,2
LU,SKODA,2020,2,1
LU,SKODA,2020,3,4
LU,SKODA,2020,4,2
LU,SKODA,2020,5,2
LU,SKODA,2020,6,2
LU,SKODA,2020,7,5
LU,SKODA,2020,8,2
LU,SKODA,2020,9,3
LU,SKODA,2020,10,3
LU,SKODA,2020,11,5
LU,SKODA,2021,1,5
LU,SKODA,2021,2,3
LU,SKODA,2021,3,2
LU,SKODA,2021,4,2
LU,SKODA,2021,5,6
LU,SKODA,2021,6,7
LU,SKODA,2021,7,17
LU,SKODA,2021,8,17
LU,SKODA,2021,9,25
LU,SKODA,2021,10,17
LU,SKODA,2021,11,10
LU,SKODA,2021,12,31
LU,SKODA,2022,1,8
LU,SKODA,2022,2,6
LU,SKODA,2022,3,9
LU,SKODA,2022,4,6
LU,SKODA,2022,5,7
LU,SKODA,2022,6,19
LU,SKODA,2022,7,18
LU,SKODA,2022,8,13
LU,SKODA,2022,9,11
LU,SKODA,2022,10,20
LU,SKODA,2022,11,36
LU,SKODA,2022,12,48
LU,SKODA,2023,1,28
LU,SKODA,2023,2,5
LU,SKODA,2023,3,17
LU,SKODA,2023,4,23
LU,SKODA,2023,5,23
LU,SKODA,2023,6,15
LU,SKODA,2023,7,27
LU,SKODA,2023,8,26
LU,SKODA,2023,9,35
LU,SKODA,2023,10,37
LU,SKODA,2023,11,30
LU,SKODA,2023,12,100
LU,SKODA,2024,1,13
LU,SKODA,2024,2,16
LU,SKODA,2024,3,16
LU,SKODA,2024,4,10
LU,SKODA,2024,5,9
LU,SKODA,2024,6,18
LU,SKODA,2024,7,7
LU,SKODA,2024,8,11
LU,SKODA,2024,9,26
LU,SKODA,2024,10,35
LU,SKODA,2024,11,19
LU,SKODA,2024,12,14
LU,SKODA,2025,1,11
LU,SKODA,2025,2,16
LU,SKODA,2025,3,15
LU,SKODA,2025,4,25
LU,SKODA,2025,5,32
LU,SKODA,2025,6,39
LU,SKODA,2025,7,44
LU,SKODA,2025,8,27
LU,SKODA,2025,9,43
LU,SKODA,2025,10,46
LU,SKODA,2025,11,64
LU,SKODA,2025,12,57
LU,SKODA,2026,1,26
LU,SKODA,2026,2,27
LU,SKODA,2026,3,33
LU,SKYWELL,2024,12,1
LU,SMART,2018,7,3
LU,SMART,2018,8,1
LU,SMART,2018,11,1
LU,SMART,2018,12,1
LU,SMART,2019,2,1
LU,SMART,2019,3,1
LU,SMART,2019,6,2
LU,SMART,2019,9,2
LU,SMART,2019,10,2
LU,SMART,2019,11,2
LU,SMART,2019,12,1
LU,SMART,2020,1,3
LU,SMART,2020,2,1
LU,SMART,2020,3,1
LU,SMART,2020,6,4
LU,SMART,2020,7,2
LU,SMART,2020,8,3
LU,SMART,2020,9,2
LU,SMART,2020,10,4
LU,SMART,2020,11,2
LU,SMART,2020,12,1
LU,SMART,2021,6,1
LU,SMART,2021,7,1
LU,SMART,2021,8,3
LU,SMART,2021,9,1
LU,SMART,2021,11,2
LU,SMART,2022,1,2
LU,SMART,2022,3,1
LU,SMART,2022,5,2
LU,SMART,2022,6,1
LU,SMART,2022,10,1
LU,SMART,2022,11,1
LU,SMART,2023,2,1
LU,SMART,2023,3,2
LU,SMART,2023,4,1
LU,SMART,2023,6,2
LU,SMART,2023,7,1
LU,SMART,2023,8,7
LU,SMART,2023,9,7
LU,SMART,2023,10,4
LU,SMART,2023,11,5
LU,SMART,2023,12,9
LU,SMART,2024,1,5
LU,SMART,2024,2,4
LU,SMART,2024,3,3
LU,SMART,2024,4,2
LU,SMART,2024,5,3
LU,SMART,2024,6,1
LU,SMART,2024,7,1
LU,SMART,2024,8,3
LU,SMART,2024,9,5
LU,SMART,2024,10,1
LU,SMART,2024,11,7
LU,SMART,2024,12,1
LU,SMART,2025,1,4
LU,SMART,2025,2,1
LU,SMART,2025,3,1
LU,SMART,2025,4,3
LU,SMART,2025,5,4
LU,SMART,2025,6,2
LU,SMART,2025,7,5
LU,SMART,2025,8,3
LU,SMART,2025,9,1
LU,SMART,2025,10,7
LU,SMART,2025,11,2
LU,SMART,2025,12,2
LU,SMART,2026,1,3
LU,SMART,2026,2,1
LU,SSANGYONG,2022,7,1
LU,SSANGYONG,2023,8,1
LU,SSANGYONG,2024,10,1
LU,SSANGYONG,2024,11,1
LU,SUBARU,2022,10,2
LU,SUBARU,2022,11,1
LU,SUBARU,2022,12,1
LU,SUBARU,2023,1,2
LU,SUBARU,2023,5,1
LU,SUBARU,2023,8,2
LU,SUBARU,2023,9,1
LU,SUBARU,2023,10,2
LU,SUBARU,2023,11,1
LU,SUBARU,2024,2,1
LU,SUBARU,2024,6,1
LU,SUBARU,2024,10,1
LU,SUBARU,2024,11,1
LU,SUBARU,2025,9,1
LU,SUBARU,2025,11,1
LU,SUBARU,2026,2,2
LU,SUBARU,2026,3,3
LU,SUZUKI,2025,11,4
LU,SUZUKI,2025,12,5
LU,TESLA,2016,1,5
LU,TESLA,2016,2,1
LU,TESLA,2016,3,11
LU,TESLA,2016,4,3
LU,TESLA,2016,5,1
LU,TESLA,2016,6,9
LU,TESLA,2016,7,2
LU,TESLA,2016,8,6
LU,TESLA,2016,9,9
LU,TESLA,2016,10,3
LU,TESLA,2016,11,5
LU,TESLA,2016,12,6
LU,TESLA,2017,1,7
LU,TESLA,2017,2,1
LU,TESLA,2017,3,16
LU,TESLA,2017,4,2
LU,TESLA,2017,5,3
LU,TESLA,2017,6,11
LU,TESLA,2017,7,2
LU,TESLA,2017,9,8
LU,TESLA,2017,10,1
LU,TESLA,2017,11,2
LU,TESLA,2017,12,5
LU,TESLA,2018,1,1
LU,TESLA,2018,3,15
LU,TESLA,2018,4,1
LU,TESLA,2018,5,2
LU,TESLA,2018,6,5
LU,TESLA,2018,7,1
LU,TESLA,2018,8,3
LU,TESLA,2018,9,9
LU,TESLA,2018,11,2
LU,TESLA,2018,12,4
LU,TESLA,2019,1,1
LU,TESLA,2019,2,12
LU,TESLA,2019,3,57
LU,TESLA,2019,4,24
LU,TESLA,2019,5,9
LU,TESLA,2019,6,19
LU,TESLA,2019,7,6
LU,TESLA,2019,8,1
LU,TESLA,2019,9,17
LU,TESLA,2019,10,6
LU,TESLA,2019,11,12
LU,TESLA,2019,12,46
LU,TESLA,2020,1,11
LU,TESLA,2020,2,2
LU,TESLA,2020,3,37
LU,TESLA,2020,4,1
LU,TESLA,2020,5,10
LU,TESLA,2020,6,13
LU,TESLA,2020,8,13
LU,TESLA,2020,9,25
LU,TESLA,2020,10,3
LU,TESLA,2020,11,13
LU,TESLA,2020,12,49
LU,TESLA,2021,1,2
LU,TESLA,2021,2,4
LU,TESLA,2021,3,8
LU,TESLA,2021,4,2
LU,TESLA,2021,5,3
LU,TESLA,2021,6,43
LU,TESLA,2021,8,12
LU,TESLA,2021,9,47
LU,TESLA,2021,11,22
LU,TESLA,2021,12,41
LU,TESLA,2022,2,8
LU,TESLA,2022,3,44
LU,TESLA,2022,4,6
LU,TESLA,2022,5,6
LU,TESLA,2022,6,69
LU,TESLA,2022,7,1
LU,TESLA,2022,8,6
LU,TESLA,2022,9,56
LU,TESLA,2022,11,26
LU,TESLA,2022,12,57
LU,TESLA,2023,1,5
LU,TESLA,2023,2,11
LU,TESLA,2023,3,47
LU,TESLA,2023,4,19
LU,TESLA,2023,5,22
LU,TESLA,2023,6,40
LU,TESLA,2023,7,10
LU,TESLA,2023,8,34
LU,TESLA,2023,9,44
LU,TESLA,2023,10,15
LU,TESLA,2023,11,23
LU,TESLA,2023,12,27
LU,TESLA,2024,1,6
LU,TESLA,2024,2,21
LU,TESLA,2024,3,64
LU,TESLA,2024,4,12
LU,TESLA,2024,5,17
LU,TESLA,2024,6,19
LU,TESLA,2024,7,13
LU,TESLA,2024,8,26
LU,TESLA,2024,9,28
LU,TESLA,2024,10,11
LU,TESLA,2024,11,18
LU,TESLA,2024,12,24
LU,TESLA,2025,1,5
LU,TESLA,2025,2,5
LU,TESLA,2025,3,26
LU,TESLA,2025,4,6
LU,TESLA,2025,5,14
LU,TESLA,2025,6,41
LU,TESLA,2025,7,8
LU,TESLA,2025,8,7
LU,TESLA,2025,9,37
LU,TESLA,2025,10,2
LU,TESLA,2025,11,8
LU,TESLA,2025,12,58
LU,TESLA,2026,2,12
LU,TESLA,2026,3,14
LU,TOYOTA,2022,6,1
LU,TOYOTA,2022,7,1
LU,TOYOTA,2022,9,1
LU,TOYOTA,2022,10,4
LU,TOYOTA,2022,11,1
LU,TOYOTA,2023,1,3
LU,TOYOTA,2023,2,3
LU,TOYOTA,2023,3,1
LU,TOYOTA,2023,4,2
LU,TOYOTA,2023,5,1
LU,TOYOTA,2023,6,2
LU,TOYOTA,2023,7,2
LU,TOYOTA,2023,11,6
LU,TOYOTA,2024,1,2
LU,TOYOTA,2024,2,3
