year,month,model,brand,segment,count
2016,1,ALFA ROMEO 4C,ALFA ROMEO,Sports / GT,3
2016,1,ALFA ROMEO GIULIETTA,ALFA ROMEO,Compact,51
2016,1,ALFA ROMEO MITO,ALFA ROMEO,City / Supermini,6
2016,1,ALPINA B3,ALPINA,Other,2
2016,1,ALPINA D3,ALPINA,Other,1
2016,1,ALPINA XD3,ALPINA,Other,3
2016,1,ASTON MARTIN DB9,ASTON MARTIN,Other,4
2016,1,ASTON MARTIN DB9GT,ASTON MARTIN,Other,1
2016,1,ASTON MARTIN LAGONDA,ASTON MARTIN,Other,1
2016,1,ASTON MARTIN RAPIDE,ASTON MARTIN,Other,2
2016,1,ASTON MARTIN V12VANTAGES,ASTON MARTIN,Other,1
2016,1,ASTON MARTIN V8,ASTON MARTIN,Other,2
2016,1,ASTON MARTIN VANQUISH,ASTON MARTIN,Other,2
2016,1,ASTON MARTIN VANTAGEGT12,ASTON MARTIN,Other,2
2016,1,AUDI A3,AUDI,Compact,209
2016,1,AUDI A4,AUDI,Compact Executive,157
2016,1,AUDI A5,AUDI,Compact Executive,27
2016,1,AUDI A6,AUDI,Executive,117
2016,1,AUDI A7,AUDI,Executive,12
2016,1,AUDI A8,AUDI,Luxury,24
2016,1,AUDI Q5,AUDI,Mid-size SUV,76
2016,1,AUDI Q7,AUDI,Large SUV,50
2016,1,AUDI TT,AUDI,Sports / GT,11
2016,1,Audi A1,AUDI,City / Supermini,103
2016,1,Audi Q3,AUDI,Compact SUV,143
2016,1,BENTLEY CONTINETAL,BENTLEY,Other,1
2016,1,BENTLEY FLYING,BENTLEY,Other,3
2016,1,BENTLEY MULSANNE,BENTLEY,Other,1
2016,1,BMW 1 Series,BMW,Compact,168
2016,1,BMW 2 Series,BMW,Compact,292
2016,1,BMW 3 Series,BMW,Compact Executive,216
2016,1,BMW 4 Series,BMW,Compact Executive,99
2016,1,BMW 5 Series,BMW,Executive,94
2016,1,BMW 6 Series,BMW,Executive,12
2016,1,BMW 7 Series,BMW,Luxury,29
2016,1,BMW I3,BMW,City / Supermini,17
2016,1,BMW I8,BMW,Sports / GT,5
2016,1,BMW M,BMW,Other,13
2016,1,BMW X1,BMW,Compact SUV,221
2016,1,BMW X3,BMW,Mid-size SUV,273
2016,1,BMW X4,BMW,Mid-size SUV,57
2016,1,BMW X5,BMW,Large SUV,175
2016,1,BMW X6,BMW,Large SUV,53
2016,1,BMW XA,BMW,Other,1
2016,1,BMW Z4,BMW,Sports / GT,8
2016,1,Bentley Continental,BENTLEY,Other,9
2016,1,CADILLAC ATS,CADILLAC,Other,1
2016,1,CADILLAC ATS-V,CADILLAC,Other,2
2016,1,CADILLAC CTS,CADILLAC,Other,4
2016,1,CADILLAC ESCALADE,CADILLAC,Other,3
2016,1,CADILLAC SRX,CADILLAC,Other,2
2016,1,CHEVROLET CAPTIVA,CHEVROLET,Other,3
2016,1,CHEVROLET CORVETTE,CHEVROLET,Other,6
2016,1,CITROEN BERLINGO,CITROEN,Other,24
2016,1,CITROEN C-ZERO,CITROEN,Other,1
2016,1,CITROEN C1,CITROEN,Other,87
2016,1,CITROEN C3,CITROEN,Other,132
2016,1,CITROEN C4,CITROEN,Other,224
2016,1,CITROEN C5,CITROEN,Other,35
2016,1,CITROEN DS3,CITROEN,Other,63
2016,1,CITROEN DS4,CITROEN,Other,35
2016,1,CITROEN DS5,CITROEN,Other,12
2016,1,CITROEN JUMPER,CITROEN,Other,1
2016,1,DACIA DOKKER,DACIA,Other,43
2016,1,DACIA DUSTER,DACIA,Other,115
2016,1,DACIA LODGY,DACIA,Other,31
2016,1,DACIA LOGAN,DACIA,Other,55
2016,1,DACIA SANDERO,DACIA,Other,219
2016,1,FERRARI 458,FERRARI,Other,2
2016,1,FERRARI 488,FERRARI,Other,9
2016,1,FERRARI CALIFORNIA,FERRARI,Other,4
2016,1,FERRARI F12,FERRARI,Other,7
2016,1,FERRARI LAFERRARI,FERRARI,Other,1
2016,1,FIAT 500,FIAT,Other,226
2016,1,FIAT 500L,FIAT,Other,21
2016,1,FIAT 500X,FIAT,Other,100
2016,1,FIAT DOBLO,FIAT,Other,20
2016,1,FIAT DUCATO,FIAT,Other,7
2016,1,FIAT FREEMONT,FIAT,Other,15
2016,1,FIAT PANDA,FIAT,Other,135
2016,1,FIAT PUNTO,FIAT,Other,58
2016,1,FIAT QUBO,FIAT,Other,6
2016,1,FIAT SCUDO,FIAT,Other,5
2016,1,FORD B,FORD,Other,1
2016,1,FORD B-MAX,FORD,Other,17
2016,1,FORD C-MAX,FORD,Other,21
2016,1,FORD ECOSPORT,FORD,Other,22
2016,1,FORD EDGE,FORD,Other,1
2016,1,FORD FIESTA,FORD,Other,112
2016,1,FORD FOCUS,FORD,Other,97
2016,1,FORD GALAXY,FORD,Other,16
2016,1,FORD GRAND,FORD,Other,1
2016,1,FORD GRANDC-MAX,FORD,Other,44
2016,1,FORD KA,FORD,Other,13
2016,1,FORD KUGA,FORD,Other,174
2016,1,FORD MONDEO,FORD,Other,72
2016,1,FORD MUSTANG,FORD,Other,13
2016,1,FORD S-MAX,FORD,Other,89
2016,1,FORD TOURNEO,FORD,Other,27
2016,1,FORD TRANSIT,FORD,Other,11
2016,1,FORD-CNG-TECHNIK C-MAXPHEV,FORD-CNG-TECHNIK,Other,8
2016,1,FORD-CNG-TECHNIK MONDEOHEV,FORD-CNG-TECHNIK,Other,5
2016,1,HONDA CIVIC,HONDA,Other,59
2016,1,HONDA CR-V,HONDA,Other,91
2016,1,HONDA HR-V,HONDA,Other,42
2016,1,HONDA JAZZ,HONDA,Other,129
2016,1,HYUNDAI H-1,HYUNDAI,Other,2
2016,1,HYUNDAI I10,HYUNDAI,Other,47
2016,1,HYUNDAI I20,HYUNDAI,Other,127
2016,1,HYUNDAI I30,HYUNDAI,Other,153
2016,1,HYUNDAI I40,HYUNDAI,Other,24
2016,1,HYUNDAI IX20,HYUNDAI,Other,42
2016,1,HYUNDAI IX35,HYUNDAI,Other,4
2016,1,HYUNDAI NEW,HYUNDAI,Other,3
2016,1,HYUNDAI TUCSON,HYUNDAI,Other,257
2016,1,HYUNDAI VELOSTER,HYUNDAI,Other,6
2016,1,Hyundai Santa Fe,HYUNDAI,Other,103
2016,1,INFINITI Q30,INFINITI,Other,2
2016,1,INFINITI Q50,INFINITI,Other,9
2016,1,INFINITI Q70,INFINITI,Other,1
2016,1,INFINITI QX70,INFINITI,Other,4
2016,1,JAGUAR F-TYPE,JAGUAR,Sports / GT,1
2016,1,JAGUAR XE,JAGUAR,Compact Executive,27
2016,1,JAGUAR XF,JAGUAR,Executive,11
2016,1,JAGUAR XJ,JAGUAR,Other,2
2016,1,JAGUAR XJR,JAGUAR,Other,1
2016,1,JEEP CHEROKEE,JEEP,Other,33
2016,1,JEEP RENEGADE,JEEP,Other,94
2016,1,JEEP WRANGLER,JEEP,Other,16
2016,1,Jeep Grand Cherokee,JEEP,Other,82
2016,1,KIA CARENS,KIA,Other,19
2016,1,KIA CEE'D,KIA,Other,40
2016,1,KIA CEED,KIA,Other,1
2016,1,KIA CEE`D,KIA,Other,1
2016,1,KIA OPTIMA,KIA,Other,1
2016,1,KIA PICANTO,KIA,Other,33
2016,1,KIA PRO,KIA,Other,2
2016,1,KIA PROCEED,KIA,Other,1
2016,1,KIA RIO,KIA,Other,19
2016,1,KIA SORENTO,KIA,Other,44
2016,1,KIA SOUL,KIA,Other,17
2016,1,KIA SPORTAGE,KIA,Other,19
2016,1,KIA SPOTAGE,KIA,Other,1
2016,1,KIA VENGA,KIA,Other,15
2016,1,LAMBORGHINI 724,LAMBORGHINI,Other,3
2016,1,LAMBORGHINI 834,LAMBORGHINI,Other,2
2016,1,LANCIA YPSILON,LANCIA,Other,13
2016,1,LAND ROVER LAND-ROVER,LAND ROVER,Other,4
2016,1,LAND ROVER RANGE,LAND ROVER,Other,5
2016,1,LAND ROVER RANGEROVER,LAND ROVER,Other,1
2016,1,LAND ROVER RANGEROVERS,LAND ROVER,Other,1
2016,1,LEXUS CT,LEXUS,Compact,8
2016,1,LEXUS IS,LEXUS,Other,3
2016,1,LEXUS LS,LEXUS,Other,1
2016,1,LEXUS NX,LEXUS,Mid-size SUV,27
2016,1,LEXUS RC,LEXUS,Other,1
2016,1,LEXUS RX,LEXUS,Large SUV,23
2016,1,LOTUS ELISE,LOTUS,Other,1
2016,1,LOTUS EVORA,LOTUS,Other,1
2016,1,LOTUS EXIGE,LOTUS,Other,4
2016,1,Land Rover Discovery,LAND ROVER,Large SUV,17
2016,1,Land Rover Discovery Sport,LAND ROVER,Compact SUV,70
2016,1,Land Rover Range Rover,LAND ROVER,Large SUV,131
2016,1,MASERATI GHIBLI,MASERATI,Executive,30
2016,1,MASERATI GRANTURISMO,MASERATI,Other,2
2016,1,MASERATI QUATTROPORTE,MASERATI,Other,4
2016,1,MAZDA 2,MAZDA,Other,83
2016,1,MAZDA 3,MAZDA,Other,66
2016,1,MAZDA 5,MAZDA,Other,5
2016,1,MAZDA 6,MAZDA,Other,48
2016,1,MAZDA CX-3,MAZDA,Other,172
2016,1,MAZDA CX-5,MAZDA,Other,202
2016,1,MAZDA CX-9,MAZDA,Other,16
2016,1,MAZDA CX3,MAZDA,Other,1
2016,1,MAZDA MX-5,MAZDA,Other,17
2016,1,MC LAREN 675LT,MC LAREN,Other,3
2016,1,MERCEDES-BENZ CITAN,MERCEDES-BENZ,Other,5
2016,1,MERCEDES-BENZ CLA,MERCEDES-AMG,Compact,1
2016,1,MERCEDES-BENZ CLA,MERCEDES-BENZ,Compact,109
2016,1,MERCEDES-BENZ CLS,MERCEDES-AMG,Executive,2
2016,1,MERCEDES-BENZ CLS,MERCEDES-BENZ,Executive,32
2016,1,MERCEDES-BENZ GL,MERCEDES-BENZ,Other,17
2016,1,MERCEDES-BENZ GLA,MERCEDES-BENZ,Compact SUV,190
2016,1,MERCEDES-BENZ GLC,MERCEDES-BENZ,Mid-size SUV,249
2016,1,MERCEDES-BENZ GLE,MERCEDES-AMG,Large SUV,10
2016,1,MERCEDES-BENZ GLE,MERCEDES-BENZ,Large SUV,210
2016,1,MERCEDES-BENZ ML,MERCEDES-BENZ,Other,1
2016,1,MERCEDES-BENZ MPA,MERCEDES-BENZ,Other,5
2016,1,MERCEDES-BENZ SL,MERCEDES-BENZ,Sports / GT,4
2016,1,MERCEDES-BENZ SLK,MERCEDES-BENZ,Other,13
2016,1,MERCEDES-BENZ VIANO,MERCEDES-BENZ,Other,1
2016,1,MERCEDES-BENZ VITO,MERCEDES-BENZ,Other,56
2016,1,MICRO COMPACT CAR SMART,MICRO COMPACT CAR,Other,1
2016,1,MINI COOPER,MINI,Other,227
2016,1,MINI JCW,MINI,Other,8
2016,1,MINI JOHN,MINI,Other,14
2016,1,MINI ONE,MINI,Other,33
2016,1,MITSUBISHI ASX,MITSUBISHI,Other,43
2016,1,MITSUBISHI ATTRAGE,MITSUBISHI,Other,9
2016,1,MITSUBISHI I-MIEV,MITSUBISHI,Other,1
2016,1,MITSUBISHI LANCER,MITSUBISHI,Other,9
2016,1,MITSUBISHI LANCEREVOLUTION,MITSUBISHI,Other,8
2016,1,MITSUBISHI MITSUBISHI,MITSUBISHI,Other,20
2016,1,MITSUBISHI PAJERO,MITSUBISHI,Other,18
2016,1,Mercedes-AMG GT,MERCEDES-AMG,Sports / GT,9
2016,1,Mercedes-Benz A-Class,MERCEDES-AMG,Compact,5
2016,1,Mercedes-Benz A-Class,MERCEDES-BENZ,Compact,247
2016,1,Mercedes-Benz B-Class,MERCEDES-BENZ,Compact,92
2016,1,Mercedes-Benz C-Class,MERCEDES-AMG,Compact Executive,10
2016,1,Mercedes-Benz C-Class,MERCEDES-BENZ,Compact Executive,377
2016,1,Mercedes-Benz E-Class,MERCEDES-AMG,Executive,1
2016,1,Mercedes-Benz E-Class,MERCEDES-BENZ,Executive,150
2016,1,Mercedes-Benz G-Class,MERCEDES-BENZ,Large SUV,6
2016,1,Mercedes-Benz S-Class,MERCEDES-AMG,Luxury,6
2016,1,Mercedes-Benz S-Class,MERCEDES-BENZ,Luxury,43
2016,1,Mercedes-Benz V-Class,MERCEDES-BENZ,MPV,87
2016,1,Mitsubishi Outlander,MITSUBISHI,Other,46
2016,1,Mitsubishi Space Star,MITSUBISHI,Other,71
2016,1,NISSAN 370Z,NISSAN,Other,1
2016,1,NISSAN E-NV200,NISSAN,Other,4
2016,1,NISSAN GT-R,NISSAN,Other,1
2016,1,NISSAN JUKE,NISSAN,Other,117
2016,1,NISSAN LEAF,NISSAN,Other,12
2016,1,NISSAN MICRA,NISSAN,Other,34
2016,1,NISSAN MURANO,NISSAN,Other,3
2016,1,NISSAN NOTE,NISSAN,Other,37
2016,1,NISSAN NV200,NISSAN,Other,11
2016,1,NISSAN PATHFINDER,NISSAN,Other,2
2016,1,NISSAN PATROL,NISSAN,Other,4
2016,1,NISSAN PULSAR,NISSAN,Other,52
2016,1,NISSAN QASHQAI,NISSAN,Other,211
2016,1,NISSAN X-TRAIL,NISSAN,Other,43
2016,1,OPEL ADAM,OPEL,Other,33
2016,1,OPEL AGILA,OPEL,Other,1
2016,1,OPEL ANTARA,OPEL,Other,2
2016,1,OPEL ASTRA,OPEL,Other,192
2016,1,OPEL CASCADA,OPEL,Other,3
2016,1,OPEL COMBO,OPEL,Other,4
2016,1,OPEL CORSA,OPEL,Other,125
2016,1,OPEL INSIGNIA,OPEL,Other,38
2016,1,OPEL KARL,OPEL,Other,43
2016,1,OPEL MERIVA,OPEL,Other,44
2016,1,OPEL MOKKA,OPEL,Other,151
2016,1,OPEL MOVANO,OPEL,Other,1
2016,1,OPEL VIVARO,OPEL,Other,33
2016,1,OPEL ZAFIRA,OPEL,Other,51
2016,1,PEUGEOT 108,PEUGEOT,Other,66
2016,1,PEUGEOT 2008,PEUGEOT,Other,197
2016,1,PEUGEOT 207,PEUGEOT,Other,1
2016,1,PEUGEOT 208,PEUGEOT,Other,167
2016,1,PEUGEOT 3008,PEUGEOT,Other,40
2016,1,PEUGEOT 308,PEUGEOT,Other,177
2016,1,PEUGEOT 4008,PEUGEOT,Other,20
2016,1,PEUGEOT 5008,PEUGEOT,Other,27
2016,1,PEUGEOT 508,PEUGEOT,Other,23
2016,1,PEUGEOT BOXER,PEUGEOT,Other,1
2016,1,PEUGEOT EXPERT,PEUGEOT,Other,5
2016,1,PEUGEOT ION,PEUGEOT,Other,5
2016,1,PEUGEOT PARTNER,PEUGEOT,Other,48
2016,1,PEUGEOT RCZ,PEUGEOT,Other,6
2016,1,PORSCHE 911,PORSCHE,Sports / GT,78
2016,1,PORSCHE 918,PORSCHE,Other,1
2016,1,PORSCHE BOXSTER,PORSCHE,Sports / GT,16
2016,1,PORSCHE CAYENNE,PORSCHE,Large SUV,48
2016,1,PORSCHE CAYMAN,PORSCHE,Sports / GT,9
2016,1,PORSCHE MACAN,PORSCHE,Mid-size SUV,108
2016,1,PORSCHE PANAMERA,PORSCHE,Executive,11
2016,1,RENAULT CAPTUR,RENAULT,Other,135
2016,1,RENAULT CLIO,RENAULT,Other,319
2016,1,RENAULT DUSTER,RENAULT,Other,19
2016,1,RENAULT ESPACE,RENAULT,Other,146
2016,1,RENAULT KADJAR,RENAULT,Other,129
2016,1,RENAULT KANGOO,RENAULT,Other,37
2016,1,RENAULT KOLEOS,RENAULT,Other,1
2016,1,RENAULT LAGUNA,RENAULT,Other,1
2016,1,RENAULT MASTER,RENAULT,Other,1
2016,1,RENAULT MEGANE,RENAULT,Other,83
2016,1,RENAULT SCENIC,RENAULT,Other,67
2016,1,RENAULT TALISMAN,RENAULT,Other,9
2016,1,RENAULT TRAFIC,RENAULT,Other,29
2016,1,RENAULT TWINGO,RENAULT,Other,67
2016,1,RENAULT ZOE,RENAULT,Other,29
2016,1,ROLLS ROYCE GHOST,ROLLS ROYCE,Other,1
2016,1,ROLLS ROYCE WRAITH,ROLLS ROYCE,Other,2
2016,1,SEAT ALHAMBRA,SEAT,Other,183
2016,1,SEAT TOLEDO,SEAT,Other,1
2016,1,SKODA FABIA,SKODA,Other,298
2016,1,SKODA RAPID,SKODA,Other,79
2016,1,SKODA YETI,SKODA,Other,143
2016,1,SMART FORFOUR,SMART,Other,77
2016,1,SMART FORTWO,SMART,Other,148
2016,1,SMART FOURTWO,SMART,Other,1
2016,1,SSANGYONG KORANDO,SSANGYONG,Other,11
2016,1,SSANGYONG REXTON,SSANGYONG,Other,11
2016,1,SSANGYONG TIVOLI,SSANGYONG,Other,41
2016,1,SUBARU BRZ,SUBARU,Other,1
2016,1,SUBARU FORESTER,SUBARU,Other,40
2016,1,SUBARU IMPREZA,SUBARU,Other,17
2016,1,SUBARU LEGACY,SUBARU,Other,22
2016,1,SUBARU LEVORG,SUBARU,Other,76
2016,1,SUBARU OUTBACK,SUBARU,Other,1
2016,1,SUBARU WRX,SUBARU,Other,5
2016,1,SUBARU XV,SUBARU,Other,53
2016,1,SUZUKI CELERIO,SUZUKI,Other,23
2016,1,SUZUKI JIMNY,SUZUKI,Other,12
2016,1,SUZUKI SWIFT,SUZUKI,Other,162
2016,1,SUZUKI SX,SUZUKI,Other,1
2016,1,SUZUKI SX-4,SUZUKI,Other,1
2016,1,SUZUKI SX4,SUZUKI,Other,6
2016,1,SUZUKI VITARA,SUZUKI,Other,227
2016,1,Seat Ibiza,SEAT,Other,132
2016,1,Seat Leon,SEAT,Other,258
2016,1,Skoda Citigo,SKODA,Other,12
2016,1,Skoda Octavia,SKODA,Other,850
2016,1,Skoda Superb,SKODA,Other,127
2016,1,Suzuki SX4 S-Cross,SUZUKI,Other,51
2016,1,TESLA MODEL S,TESLA,Executive,139
2016,1,TESLA MODEL X,TESLA,Large SUV,1
2016,1,TOYOTA AURIS,TOYOTA,Other,202
2016,1,TOYOTA AVENSIS,TOYOTA,Other,26
2016,1,TOYOTA AYGO,TOYOTA,Other,91
2016,1,TOYOTA FORTUNER,TOYOTA,Other,1
2016,1,TOYOTA GT,TOYOTA,Other,1
2016,1,TOYOTA GT86,TOYOTA,Other,8
2016,1,TOYOTA HILUX,TOYOTA,Other,1
2016,1,TOYOTA PRIUS,TOYOTA,Other,5
2016,1,TOYOTA PRIUS+,TOYOTA,Other,20
2016,1,TOYOTA RAV4,TOYOTA,Other,56
2016,1,TOYOTA SIENNA,TOYOTA,Other,5
2016,1,TOYOTA VERSO,TOYOTA,Other,30
2016,1,TOYOTA VERSO-S,TOYOTA,Other,1
2016,1,TOYOTA YARIS,TOYOTA,Other,152
2016,1,Toyota Land Cruiser,TOYOTA,Other,47
2016,1,UEBRIGE (SIEHE TYP) RANGE,UEBRIGE (SIEHE TYP),Other,1
2016,1,UEBRIGE (SIEHE TYP) SUZUKI,UEBRIGE (SIEHE TYP),Other,1
2016,1,VOLVO NXC60,VOLVO,Other,1
2016,1,VOLVO S60,VOLVO,Compact Executive,7
2016,1,VOLVO V40,VOLVO,Compact,134
2016,1,VOLVO V60,VOLVO,Compact Executive,97
2016,1,VOLVO V70,VOLVO,Other,18
2016,1,VOLVO XC60,VOLVO,Mid-size SUV,191
2016,1,VOLVO XC70,VOLVO,Other,20
2016,1,VOLVO XC90,VOLVO,Large SUV,193
2016,1,VW BEETLE,VW,Other,23
2016,1,VW CADDY,VW,Other,139
2016,1,VW CALIFORNIA,VW,Other,1
2016,1,VW CRAFTER35,VW,Other,1
2016,1,VW E-GOLF,VW,Other,6
2016,1,VW E-UP,VW,Other,4
2016,1,VW ECO,VW,Other,1
2016,1,VW GOLF,VW,Other,710
2016,1,VW MULTIVAN,VW,Other,5
2016,1,VW POLO,VW,Other,335
2016,1,VW Passat,VW,Other,274
2016,1,VW SCIROCCO,VW,Other,4
2016,1,VW SHARAN,VW,Other,126
2016,1,VW T5,VW,Other,3
2016,1,VW T6,VW,Other,304
2016,1,VW TIGUAN,VW,Other,112
2016,1,VW TOUAREG,VW,Other,31
2016,1,VW TOURAN,VW,Other,258
2016,1,VW UP,VW,Other,63
2016,2,ALFA ROMEO 4C,ALFA ROMEO,Sports / GT,2
2016,2,ALFA ROMEO GIULIETTA,ALFA ROMEO,Compact,53
2016,2,ALFA ROMEO MITO,ALFA ROMEO,City / Supermini,19
2016,2,ALPINA B3,ALPINA,Other,3
2016,2,ALPINA B4,ALPINA,Other,1
2016,2,ALPINA B6,ALPINA,Other,1
2016,2,ALPINA XD3,ALPINA,Other,2
2016,2,ASTON MARTIN V12,ASTON MARTIN,Other,2
2016,2,ASTON MARTIN V8,ASTON MARTIN,Other,2
2016,2,ASTON MARTIN V8VANTAGEN430,ASTON MARTIN,Other,1
2016,2,ASTON MARTIN VANQUISH,ASTON MARTIN,Other,2
2016,2,ASTON MARTIN VANTAGEGT12,ASTON MARTIN,Other,1
2016,2,ASTON MARTIN VANTAGEN430R,ASTON MARTIN,Other,1
2016,2,AUDI A3,AUDI,Compact,245
2016,2,AUDI A4,AUDI,Compact Executive,227
2016,2,AUDI A5,AUDI,Compact Executive,44
2016,2,AUDI A6,AUDI,Executive,73
2016,2,AUDI A7,AUDI,Executive,12
2016,2,AUDI A8,AUDI,Luxury,7
2016,2,AUDI Q5,AUDI,Mid-size SUV,95
2016,2,AUDI Q7,AUDI,Large SUV,61
2016,2,AUDI R8,AUDI,Sports / GT,1
2016,2,AUDI TT,AUDI,Sports / GT,30
2016,2,Audi A1,AUDI,City / Supermini,155
2016,2,Audi Q3,AUDI,Compact SUV,190
2016,2,BENTLEY MULSANNE,BENTLEY,Other,1
2016,2,BMW 1 Series,BMW,Compact,201
2016,2,BMW 2 Series,BMW,Compact,329
2016,2,BMW 3 Series,BMW,Compact Executive,253
2016,2,BMW 4 Series,BMW,Compact Executive,110
2016,2,BMW 5 Series,BMW,Executive,155
2016,2,BMW 6 Series,BMW,Executive,12
2016,2,BMW 7 Series,BMW,Luxury,26
2016,2,BMW I3,BMW,City / Supermini,28
2016,2,BMW I8,BMW,Sports / GT,19
2016,2,BMW M,BMW,Other,14
2016,2,BMW X1,BMW,Compact SUV,279
2016,2,BMW X3,BMW,Mid-size SUV,138
2016,2,BMW X4,BMW,Mid-size SUV,55
2016,2,BMW X5,BMW,Large SUV,127
2016,2,BMW X6,BMW,Large SUV,30
2016,2,BMW Z4,BMW,Sports / GT,8
2016,2,Bentley Continental,BENTLEY,Other,8
2016,2,CADILLAC ATS,CADILLAC,Other,7
2016,2,CADILLAC ATS-V,CADILLAC,Other,3
2016,2,CADILLAC CTS,CADILLAC,Other,1
2016,2,CADILLAC CTS-V,CADILLAC,Other,3
2016,2,CADILLAC ELR,CADILLAC,Other,2
2016,2,CADILLAC ESCALADE,CADILLAC,Other,12
2016,2,CADILLAC SRX,CADILLAC,Other,6
2016,2,CHEVROLET CORVETTE,CHEVROLET,Other,7
2016,2,CHEVROLET ORLANDO,CHEVROLET,Other,1
2016,2,CHEVROLET SPARK,CHEVROLET,Other,1
2016,2,CITROEN BERLINGO,CITROEN,Other,26
2016,2,CITROEN C-ZERO,CITROEN,Other,3
2016,2,CITROEN C1,CITROEN,Other,85
2016,2,CITROEN C3,CITROEN,Other,125
2016,2,CITROEN C4,CITROEN,Other,264
2016,2,CITROEN C5,CITROEN,Other,18
2016,2,CITROEN DS3,CITROEN,Other,67
2016,2,CITROEN DS4,CITROEN,Other,47
2016,2,CITROEN DS5,CITROEN,Other,10
2016,2,CITROEN JUMPER,CITROEN,Other,1
2016,2,CITROEN JUMPY,CITROEN,Other,1
2016,2,DACIA DOKKER,DACIA,Other,20
2016,2,DACIA DUSTER,DACIA,Other,152
2016,2,DACIA LODGY,DACIA,Other,10
2016,2,DACIA LOGAN,DACIA,Other,48
2016,2,DACIA SANDERO,DACIA,Other,115
2016,2,DODGE CHALLENGER,DODGE,Other,1
2016,2,DODGE DURANGO,DODGE,Other,3
2016,2,DODGE GR,DODGE,Other,1
2016,2,FERRARI 458,FERRARI,Other,1
2016,2,FERRARI 488,FERRARI,Other,13
2016,2,FERRARI CALIFORNIA,FERRARI,Other,1
2016,2,FERRARI F12,FERRARI,Other,7
2016,2,FERRARI FF,FERRARI,Other,2
2016,2,FIAT 500,FIAT,Other,205
2016,2,FIAT 500L,FIAT,Other,17
2016,2,FIAT 500X,FIAT,Other,116
2016,2,FIAT DOBLO,FIAT,Other,9
2016,2,FIAT DUCATO,FIAT,Other,4
2016,2,FIAT FREEMONT,FIAT,Other,38
2016,2,FIAT NEW,FIAT,Other,2
2016,2,FIAT PANDA,FIAT,Other,173
2016,2,FIAT PUNTO,FIAT,Other,65
2016,2,FIAT QUBO,FIAT,Other,8
2016,2,FIAT SCUDO,FIAT,Other,2
2016,2,FIAT TIPO,FIAT,Other,1
2016,2,FORD B-MAX,FORD,Other,34
2016,2,FORD C-MAX,FORD,Other,35
2016,2,FORD ECOSPORT,FORD,Other,35
2016,2,FORD EXPLORER,FORD,Other,1
2016,2,FORD FIESTA,FORD,Other,229
2016,2,FORD FOCUS,FORD,Other,238
2016,2,FORD GALAXY,FORD,Other,9
2016,2,FORD GRAND,FORD,Other,2
2016,2,FORD GRANDC-MAX,FORD,Other,52
2016,2,FORD KA,FORD,Other,13
2016,2,FORD KUGA,FORD,Other,220
2016,2,FORD MONDEO,FORD,Other,80
2016,2,FORD MUSTANG,FORD,Other,18
2016,2,FORD S-MAX,FORD,Other,69
2016,2,FORD TOURNEO,FORD,Other,49
2016,2,FORD TRANSIT,FORD,Other,3
2016,2,FORD-CNG-TECHNIK C-MAXPHEV,FORD-CNG-TECHNIK,Other,7
2016,2,FORD-CNG-TECHNIK MONDEOHEV,FORD-CNG-TECHNIK,Other,4
2016,2,HONDA ACCORD,HONDA,Other,1
2016,2,HONDA CIVIC,HONDA,Other,79
2016,2,HONDA CR-V,HONDA,Other,65
2016,2,HONDA HR-V,HONDA,Other,34
2016,2,HONDA JAZZ,HONDA,Other,166
2016,2,HYUNDAI H-1,HYUNDAI,Other,1
2016,2,HYUNDAI I,HYUNDAI,Other,2
2016,2,HYUNDAI I10,HYUNDAI,Other,32
2016,2,HYUNDAI I20,HYUNDAI,Other,129
2016,2,HYUNDAI I30,HYUNDAI,Other,136
2016,2,HYUNDAI I40,HYUNDAI,Other,20
2016,2,HYUNDAI IX20,HYUNDAI,Other,37
2016,2,HYUNDAI IX35,HYUNDAI,Other,3
2016,2,HYUNDAI NEW,HYUNDAI,Other,3
2016,2,HYUNDAI TUCSCON,HYUNDAI,Other,1
2016,2,HYUNDAI TUCSON,HYUNDAI,Other,273
2016,2,HYUNDAI VELOSTER,HYUNDAI,Other,2
2016,2,Hyundai Santa Fe,HYUNDAI,Other,131
2016,2,INFINITI Q30,INFINITI,Other,11
2016,2,INFINITI Q30S,INFINITI,Other,4
2016,2,INFINITI Q50,INFINITI,Other,3
2016,2,INFINITI Q70,INFINITI,Other,1
2016,2,INFINITI QX70,INFINITI,Other,6
2016,2,JAGUAR F-TYPE,JAGUAR,Sports / GT,2
2016,2,JAGUAR F-TYPER,JAGUAR,Other,1
2016,2,JAGUAR F-TYPES,JAGUAR,Other,1
2016,2,JAGUAR XE,JAGUAR,Compact Executive,26
2016,2,JAGUAR XF,JAGUAR,Executive,21
2016,2,JAGUAR XJ,JAGUAR,Other,2
2016,2,JEEP CHEROKEE,JEEP,Other,46
2016,2,JEEP RENEGADE,JEEP,Other,68
2016,2,JEEP WRANGLER,JEEP,Other,9
2016,2,Jeep Grand Cherokee,JEEP,Other,73
2016,2,KIA CARENS,KIA,Other,31
2016,2,KIA CEE'D,KIA,Other,68
2016,2,KIA CEED,KIA,Other,1
2016,2,KIA CEE`D,KIA,Other,1
2016,2,KIA KIVI,KIA,Other,1
2016,2,KIA PICANTO,KIA,Other,39
2016,2,KIA PRO,KIA,Other,1
2016,2,KIA RIO,KIA,Other,41
