year,month,fuel_type,count
2025,5,PHEV,2199
2025,5,Petrol,4906
2025,6,BEV,5047
2025,6,Diesel,1520
2025,6,Diesel PHEV,63
2025,6,Hybrid (Diesel),982
2025,6,Hybrid (Petrol),7302
2025,6,LPG,1
2025,6,PHEV,2374
2025,6,Petrol,5382
2025,7,BEV,3785
2025,7,Diesel,1503
2025,7,Diesel PHEV,44
2025,7,Hybrid (Diesel),784
2025,7,Hybrid (Petrol),5839
2025,7,PHEV,2181
2025,7,Petrol,4412
2025,8,BEV,3277
2025,8,Diesel,1188
2025,8,Diesel PHEV,48
2025,8,Hybrid (Diesel),770
2025,8,Hybrid (Petrol),5154
2025,8,PHEV,1919
2025,8,Petrol,3910
2025,9,BEV,5164
2025,9,Diesel,1118
2025,9,Diesel PHEV,52
2025,9,Hybrid (Diesel),837
2025,9,Hybrid (Petrol),6009
2025,9,PHEV,2441
2025,9,Petrol,4355
2025,10,BEV,4228
2025,10,Diesel,1180
2025,10,Diesel PHEV,36
2025,10,Hybrid (Diesel),783
2025,10,Hybrid (Petrol),5713
2025,10,Hydrogen,1
2025,10,PHEV,2273
2025,10,Petrol,4342
2025,11,BEV,4798
2025,11,Diesel,1241
2025,11,Diesel PHEV,44
2025,11,Hybrid (Diesel),768
2025,11,Hybrid (Petrol),6005
2025,11,PHEV,2163
2025,11,Petrol,4623
2025,12,BEV,8493
2025,12,CNG,1
2025,12,Diesel,1355
2025,12,Diesel PHEV,59
2025,12,Hybrid (Diesel),1078
2025,12,Hybrid (Petrol),7175
2025,12,PHEV,2822
2025,12,Petrol,5483
2026,1,BEV,2954
2026,1,Diesel,886
2026,1,Diesel PHEV,31
2026,1,Hybrid (Diesel),784
2026,1,Hybrid (Petrol),5046
2026,1,PHEV,1514
2026,1,Petrol,2994
2026,2,BEV,3134
2026,2,CNG,1
2026,2,Diesel,929
2026,2,Diesel PHEV,51
2026,2,Hybrid (Diesel),701
2026,2,Hybrid (Petrol),5553
2026,2,PHEV,1545
2026,2,Petrol,3867
2026,3,BEV,5407
2026,3,Diesel,1202
2026,3,Diesel PHEV,51
2026,3,Hybrid (Diesel),1039
2026,3,Hybrid (Petrol),8442
2026,3,PHEV,2250
2026,3,Petrol,4886
2026,4,BEV,4602
2026,4,Diesel,971
2026,4,Diesel PHEV,44
2026,4,Hybrid (Diesel),722
2026,4,Hybrid (Petrol),6108
2026,4,Hydrogen,1
2026,4,PHEV,1911
2026,4,Petrol,3974
